Metal1,Metal2,Metal1_Composition,Metal2_Composition,Site
Rh,Pd,0.75,0.25,hollow
Ni,Re,0.5,0.5,hollow
Re,Pt,0.75,0.25,top
W,Ru,0.75,0.25,top
Y,La,0.75,0.25,hollow
Rh,Pd,0.75,0.25,hollow
Ni,Re,0.5,0.5,hollow
Ta,Zn,0.5,0.5,bridge
Pt,Ag,0.75,0.25,bridge
Re,Pt,0.75,0.25,top
Ni,Re,0.75,0.25,top
Y,La,0.75,0.25,hollow
Rh,Pd,0.75,0.25,hollow
Ni,Re,0.5,0.5,hollow
Pt,Ag,0.75,0.25,bridge
Nb,Rh,0.5,0.5,hollow
Ni,Re,0.75,0.25,top
Ta,Zn,0.5,0.5,hollow
Nb,W,0.75,0.25,top
Nb,Rh,0.5,0.5,hollow
Ni,Ir,0.75,0.25,top
Pt,Cu,0.75,0.25,bridge
Zn,Tc,0.75,0.25,top
Nb,Rh,0.5,0.5,hollow
Ag,W,0.5,0.5,bridge
Pt,Sc,0.75,0.25,bridge
Cu,Os,0.5,0.5,bridge
La,Tc,0.75,0.25,hollow
Pt,Cu,0.75,0.25,top
Nb,Rh,0.5,0.5,hollow
Ag,W,0.5,0.5,hollow
Zn,Hg,0.75,0.25,bridge
La,Tc,0.75,0.25,hollow
Pt,Cu,0.75,0.25,top
Co,Ti,0.75,0.25,top
Ag,W,0.5,0.5,hollow
Zn,Hg,0.75,0.25,top
La,Sc,0.75,0.25,top
Y,Nb,0.75,0.25,top
Hg,Pd,0.75,0.25,top
Fe,V,0.75,0.25,top
Cu,Os,0.5,0.5,hollow
Hg,La,0.5,0.5,~
Y,Au,0.75,0.25,top
Ir,Tc,0.75,0.25,top
Cu,Os,0.5,0.5,hollow
Ag,Pd,0.5,0.5,bridge
Y,Au,0.75,0.25,top
Ir,Tc,0.75,0.25,top
Nb,Zr,0.5,0.5,hollow
Cu,Ru,0.5,0.5,hollow
Pd,V,0.75,0.25,top
Hg,La,0.5,0.5,bridge
Ag,Pd,0.5,0.5,hollow
Hg,Ir,0.75,0.25,top
Ag,Pd,0.5,0.5,hollow
Cd,Cu,0.75,0.25,top
Ag,Pd,0.5,0.5,hollow
Pt,Ir,0.75,0.25,top
Au,Sc,0.5,0.5,bridge
Hf,Re,0.75,0.25,top
Nb,Zr,0.5,0.5,hollow
Cu,Ru,0.5,0.5,hollow
Cd,Cu,0.75,0.25,top
Pt,Ir,0.75,0.25,top
Nb,Y,0.75,0.25,bridge
Nb,Zr,0.5,0.5,hollow
Cu,Ru,0.5,0.5,hollow
Sc,Tc,0.5,0.5,bridge
Cr,Pt,0.5,0.5,hollow
Ni,Sc,0.75,0.25,top
Au,Sc,0.5,0.5,hollow
Nb,Zr,0.5,0.5,hollow
Cu,Ru,0.5,0.5,hollow
Sc,Tc,0.5,0.5,hollow
Ag,Y,0.5,0.5,~
Mo,Tc,0.5,0.5,hollow
Hg,Y,0.5,0.5,bridge
Ag,Y,0.5,0.5,bridge
Hg,Y,0.5,0.5,hollow
Cr,Pt,0.5,0.5,hollow
Ag,Y,0.5,0.5,top
Mo,Tc,0.5,0.5,hollow
Cr,Pt,0.5,0.5,hollow
Ag,Y,0.5,0.5,top
Mo,Tc,0.5,0.5,hollow
Ag,Ti,0.75,0.25,top
Hg,Y,0.5,0.5,top
Cr,Pt,0.5,0.5,hollow
Nb,Y,0.75,0.25,top
Nb,Tc,0.5,0.5,hollow
Ta,Ni,0.75,0.25,top
Au,Re,0.75,0.25,top
Mo,Tc,0.5,0.5,hollow
Nb,Tc,0.5,0.5,hollow
Rh,Ni,0.75,0.25,top
Rh,Ni,0.75,0.25,top
Nb,Tc,0.5,0.5,top
V,Zr,0.75,0.25,top
Pd,Co,0.75,0.25,hollow
Cd,Pd,0.5,0.5,bridge
Hg,Mo,0.75,0.25,top
Pd,Co,0.75,0.25,hollow
Ni,Ag,0.75,0.25,top
Ta,Sc,0.75,0.25,hollow
Pd,Co,0.75,0.25,hollow
Cu,Fe,0.5,0.5,hollow
Nb,Ir,0.75,0.25,top
Ni,Ag,0.75,0.25,top
Hg,Mo,0.75,0.25,top
Ta,Sc,0.75,0.25,hollow
Pd,Co,0.75,0.25,hollow
Cu,Fe,0.5,0.5,hollow
Sc,Zr,0.5,0.5,hollow
Hf,V,0.5,0.5,hollow
Pd,W,0.5,0.5,hollow
Mo,Cu,0.75,0.25,top
Sc,Zr,0.5,0.5,hollow
Hf,V,0.5,0.5,hollow
Pd,W,0.5,0.5,hollow
Cu,Fe,0.5,0.5,hollow
Ir,Rh,0.75,0.25,top
Sc,Zr,0.5,0.5,hollow
Hf,V,0.5,0.5,top
Cu,Fe,0.5,0.5,hollow
Ag,Cu,0.5,0.5,hollow
Sc,Zr,0.5,0.5,hollow
Rh,Ru,0.5,0.5,hollow
Ir,Rh,0.75,0.25,top
Pd,W,0.5,0.5,bridge
Rh,Ru,0.5,0.5,hollow
Mo,Ni,0.5,0.5,hollow
Cd,Ti,0.75,0.25,top
Ag,Cu,0.5,0.5,hollow
Au,Cd,0.5,0.5,hollow
Ag,Cu,0.5,0.5,hollow
Au,Cd,0.5,0.5,top
Cd,Ti,0.75,0.25,top
Ag,Cu,0.5,0.5,hollow
Hf,Ni,0.5,0.5,bridge
Ag,Cu,0.5,0.5,top
Au,Cd,0.5,0.5,bridge
Hf,Ni,0.5,0.5,top
Rh,Ru,0.5,0.5,hollow
Mo,Ni,0.5,0.5,hollow
Fe,Pt,0.5,0.5,hollow
Fe,Pt,0.5,0.5,top
Ir,Ti,0.5,0.5,top
Fe,Pt,0.5,0.5,hollow
W,Zr,0.5,0.5,hollow
Nb,Ru,0.75,0.25,top
Fe,Pt,0.5,0.5,hollow
Ir,Ti,0.5,0.5,hollow
W,Zr,0.5,0.5,hollow
Fe,Pt,0.5,0.5,hollow
Ir,Ti,0.5,0.5,hollow
W,Zr,0.5,0.5,hollow
Hf,Pt,0.5,0.5,bridge
Pd,Ir,0.75,0.25,top
W,Zr,0.5,0.5,hollow
Hf,Pt,0.5,0.5,hollow
Pd,Ir,0.75,0.25,top
W,Zr,0.5,0.5,top
Os,Mn,0.75,0.25,top
Hf,Ru,0.5,0.5,bridge
Cd,Nb,0.5,0.5,bridge
Os,Mn,0.75,0.25,top
Hf,Ru,0.5,0.5,hollow
Cd,Nb,0.5,0.5,hollow
Cd,Nb,0.5,0.5,hollow
Hg,Ta,0.5,0.5,bridge
Os,Ti,0.5,0.5,bridge
Nb,Tc,0.75,0.25,top
Cd,Ta,0.5,0.5,bridge
Os,Ti,0.5,0.5,hollow
Cd,Ta,0.5,0.5,hollow
Y,Zr,0.5,0.5,hollow
Os,Ti,0.5,0.5,top
Zn,Cr,0.75,0.25,top
Y,Zr,0.5,0.5,hollow
W,Zr,0.75,0.25,top
V,Sc,0.75,0.25,hollow
Zn,Cr,0.75,0.25,top
Pt,Ti,0.5,0.5,hollow
Y,Zr,0.5,0.5,hollow
V,Sc,0.75,0.25,hollow
Pt,Ti,0.5,0.5,hollow
Y,Zr,0.5,0.5,hollow
Rh,Ru,0.5,0.5,hollow
Mo,Ni,0.5,0.5,hollow
V,Sc,0.75,0.25,hollow
Pt,Ti,0.5,0.5,hollow
Ag,V,0.5,0.5,hollow
Y,Zr,0.5,0.5,top
Ag,V,0.5,0.5,hollow
Mo,Ta,0.5,0.5,hollow
Rh,Tc,0.5,0.5,hollow
Co,Hf,0.5,0.5,hollow
Rh,Tc,0.5,0.5,hollow
Pd,Zr,0.5,0.5,bridge
Co,Hf,0.5,0.5,top
W,Y,0.5,0.5,bridge
Rh,Tc,0.5,0.5,hollow
Pd,Zr,0.5,0.5,hollow
Co,Hf,0.5,0.5,top
Rh,Tc,0.5,0.5,hollow
Pd,Zr,0.5,0.5,hollow
W,Y,0.5,0.5,top
Pd,Zr,0.5,0.5,top
Hf,W,0.5,0.5,hollow
Hf,Ti,0.5,0.5,hollow
Co,Hf,0.5,0.5,bridge
Fe,Hg,0.5,0.5,bridge
Fe,Hg,0.5,0.5,top
Hf,W,0.5,0.5,hollow
Hf,Ti,0.5,0.5,hollow
Hf,W,0.5,0.5,hollow
Hf,Ti,0.5,0.5,hollow
Ru,Sc,0.5,0.5,bridge
Ru,Sc,0.5,0.5,hollow
Nb,Pt,0.5,0.5,hollow
Hf,W,0.5,0.5,hollow
Hf,Ti,0.5,0.5,hollow
Ru,Sc,0.5,0.5,top
V,Zr,0.5,0.5,bridge
Nb,Pt,0.5,0.5,hollow
Hf,W,0.5,0.5,top
Hf,Ti,0.5,0.5,top
V,Zr,0.5,0.5,hollow
Nb,Pt,0.5,0.5,hollow
Mo,V,0.5,0.5,hollow
Nb,Pt,0.5,0.5,hollow
Mo,V,0.5,0.5,hollow
Mo,V,0.5,0.5,hollow
Cr,Sc,0.5,0.5,bridge
Nb,Y,0.5,0.5,hollow
Fe,Os,0.5,0.5,hollow
Fe,Os,0.5,0.5,hollow
Mo,V,0.5,0.5,hollow
Nb,Y,0.5,0.5,hollow
Fe,Os,0.5,0.5,hollow
Nb,Y,0.5,0.5,hollow
Fe,Os,0.5,0.5,hollow
Nb,Y,0.5,0.5,hollow
Cu,Ti,0.5,0.5,hollow
Au,Hf,0.5,0.5,bridge
Au,Hf,0.5,0.5,top
Cu,Ti,0.5,0.5,hollow
Au,Hf,0.5,0.5,hollow
Cu,Ti,0.5,0.5,hollow
Cu,Ti,0.5,0.5,hollow
Cd,Fe,0.5,0.5,bridge
Ti,Zn,0.5,0.5,hollow
Ti,Zn,0.5,0.5,hollow
Cr,Pd,0.5,0.5,hollow
Cd,Fe,0.5,0.5,top
Ti,Zn,0.5,0.5,hollow
Cr,Pd,0.5,0.5,hollow
Cd,Fe,0.5,0.5,top
Ti,Zn,0.5,0.5,hollow
Cr,Pd,0.5,0.5,hollow
Cr,Pd,0.5,0.5,hollow
La,Re,0.5,0.5,top
La,Re,0.5,0.5,top
Cu,Pt,0.5,0.5,bridge
Cu,Pt,0.5,0.5,top
Cu,Pt,0.5,0.5,hollow
Cu,Pt,0.5,0.5,hollow
Cu,Pt,0.5,0.5,hollow
Re,Tc,0.5,0.5,hollow
Re,Tc,0.5,0.5,hollow
Re,Tc,0.5,0.5,hollow
Pt,Ru,0.5,0.5,hollow
Re,Tc,0.5,0.5,hollow
Pt,Ru,0.5,0.5,hollow
Re,Tc,0.5,0.5,top
Pt,Ru,0.5,0.5,hollow
Re,Tc,0.5,0.5,top
Pt,Ru,0.5,0.5,hollow
Mo,Zn,0.5,0.5,hollow
Mn,Rh,0.5,0.5,hollow
Tc,Y,0.5,0.5,top
Mn,Rh,0.5,0.5,hollow
Mo,Zn,0.5,0.5,bridge
Mn,Zr,0.5,0.5,top
La,Ru,0.5,0.5,bridge
Mn,Zr,0.5,0.5,top
La,Ru,0.5,0.5,top
Hf,Zn,0.5,0.5,~
Hf,Zn,0.5,0.5,hollow
Fe,Ni,0.5,0.5,hollow
Mn,Zr,0.5,0.5,bridge
La,Ru,0.5,0.5,top
Hf,Zn,0.5,0.5,hollow
Fe,Ni,0.5,0.5,hollow
Co,La,0.5,0.5,bridge
Mn,Zr,0.5,0.5,hollow
Hf,Zn,0.5,0.5,top
Fe,Ni,0.5,0.5,hollow
Co,La,0.5,0.5,top
Fe,Ni,0.5,0.5,top
Pd,Sc,0.5,0.5,hollow
Pd,Sc,0.5,0.5,top
Ag,Ti,0.5,0.5,bridge
Ag,Ti,0.5,0.5,hollow
Fe,Ni,0.5,0.5,top
Pd,Sc,0.5,0.5,bridge
Pd,Sc,0.5,0.5,hollow
Ag,Ti,0.5,0.5,hollow
Ru,V,0.5,0.5,hollow
Ru,V,0.5,0.5,top
Nb,Os,0.5,0.5,hollow
Nb,Os,0.5,0.5,hollow
Ru,V,0.5,0.5,hollow
Nb,Os,0.5,0.5,top
Rh,Y,0.5,0.5,bridge
Ru,Tc,0.5,0.5,hollow
Ru,Tc,0.5,0.5,hollow
Re,Y,0.5,0.5,~
Hg,Ti,0.5,0.5,bridge
Ru,Tc,0.5,0.5,hollow
Hg,Ti,0.5,0.5,hollow
Ru,Tc,0.5,0.5,hollow
Co,Cu,0.5,0.5,hollow
Co,Cu,0.5,0.5,hollow
Co,Cu,0.5,0.5,hollow
Co,Cu,0.5,0.5,hollow
Au,Cu,0.5,0.5,hollow
Au,Cu,0.5,0.5,hollow
Re,Ru,0.5,0.5,hollow
Rh,Sc,0.5,0.5,hollow
Hg,Pd,0.5,0.5,top
Au,Cu,0.5,0.5,hollow
Re,Ru,0.5,0.5,hollow
Fe,Zr,0.5,0.5,top
Rh,Sc,0.5,0.5,bridge
Rh,Sc,0.5,0.5,top
La,Mo,0.5,0.5,bridge
Re,Ru,0.5,0.5,hollow
Fe,Zr,0.5,0.5,bridge
Fe,Zr,0.5,0.5,top
Os,Tc,0.5,0.5,hollow
Tc,Zn,0.5,0.5,bridge
Re,Ru,0.5,0.5,hollow
Os,Tc,0.5,0.5,hollow
Os,Tc,0.5,0.5,top
Tc,Zn,0.5,0.5,hollow
Ir,Ta,0.5,0.5,hollow
Mn,Y,0.5,0.5,hollow
Os,Tc,0.5,0.5,top
Tc,Zn,0.5,0.5,hollow
Ir,Ta,0.5,0.5,hollow
Mn,Y,0.5,0.5,hollow
Ir,Ta,0.5,0.5,hollow
Mn,Y,0.5,0.5,top
Au,Zr,0.5,0.5,bridge
Au,Zr,0.5,0.5,top
Cd,Re,0.5,0.5,bridge
Pt,Re,0.5,0.5,bridge
Pt,Re,0.5,0.5,hollow
Pt,Re,0.5,0.5,hollow
Ag,Ir,0.5,0.5,bridge
Pt,Re,0.5,0.5,top
Ag,Ir,0.5,0.5,hollow
Co,Pt,0.5,0.5,hollow
Co,Pt,0.5,0.5,hollow
Ag,Fe,0.5,0.5,bridge
Co,Pt,0.5,0.5,hollow
La,Rh,0.5,0.5,bridge
Ag,Fe,0.5,0.5,hollow
Ag,Fe,0.5,0.5,hollow
La,Rh,0.5,0.5,top
Ag,Fe,0.5,0.5,hollow
Fe,Pd,0.5,0.5,hollow
Ag,Fe,0.5,0.5,top
Fe,Pd,0.5,0.5,hollow
Fe,Pd,0.5,0.5,hollow
Fe,Pd,0.5,0.5,hollow
Pd,Ti,0.5,0.5,hollow
Pd,Ti,0.5,0.5,hollow
Pt,V,0.5,0.5,hollow
Pd,Ti,0.5,0.5,hollow
Pt,V,0.5,0.5,hollow
Pt,V,0.5,0.5,hollow
Pt,V,0.5,0.5,hollow
La,Sc,0.5,0.5,hollow
Pt,Zr,0.5,0.5,bridge
V,Zn,0.5,0.5,hollow
Co,W,0.5,0.5,hollow
Co,W,0.5,0.5,hollow
La,Sc,0.5,0.5,hollow
Pt,Zr,0.5,0.5,hollow
V,Zn,0.5,0.5,hollow
Co,W,0.5,0.5,hollow
La,Sc,0.5,0.5,hollow
Pt,Zr,0.5,0.5,top
Co,W,0.5,0.5,hollow
Co,Rh,0.5,0.5,hollow
Co,Rh,0.5,0.5,top
La,Sc,0.5,0.5,hollow
V,Zn,0.5,0.5,bridge
Co,W,0.5,0.5,top
Co,Rh,0.5,0.5,hollow
Co,Rh,0.5,0.5,hollow
Ag,Mn,0.5,0.5,bridge
Ag,Mn,0.5,0.5,top
Co,Rh,0.5,0.5,hollow
Ag,Mn,0.5,0.5,top
Y,Zn,0.5,0.5,~
Y,Zn,0.5,0.5,hollow
Y,Zn,0.5,0.5,top
La,Ni,0.5,0.5,bridge
La,Ni,0.5,0.5,top
Fe,Y,0.5,0.5,bridge
Fe,Y,0.5,0.5,top
Sc,W,0.5,0.5,hollow
Sc,W,0.5,0.5,hollow
Ni,Y,0.5,0.5,bridge
Sc,W,0.5,0.5,hollow
Sc,W,0.5,0.5,hollow
Nb,Re,0.5,0.5,hollow
Nb,Re,0.5,0.5,hollow
Nb,Re,0.5,0.5,top
Sc,W,0.5,0.5,top
Nb,Re,0.5,0.5,top
Cu,Pd,0.5,0.5,hollow
Cu,Pd,0.5,0.5,hollow
Fe,W,0.5,0.5,hollow
Cu,Pd,0.5,0.5,top
Cu,Pd,0.5,0.5,top
Pd,Ru,0.75,0.25,top
Pd,Pt,0.75,0.25,top
Cd,Hf,0.75,0.25,top
Cu,Ta,0.75,0.25,top
Pd,Ru,0.75,0.25,top
Pd,Pt,0.75,0.25,top
Cd,Hf,0.75,0.25,top
Ag,Pd,0.75,0.25,top
Ag,Au,0.75,0.25,top
Au,Rh,0.75,0.25,top
Pd,Ag,0.75,0.25,bridge
Ir,Cr,0.75,0.25,top
Ag,Au,0.75,0.25,top
Pd,Ag,0.75,0.25,top
Ir,Cr,0.75,0.25,top
Au,Pt,0.75,0.25,top
Cu,Ru,0.75,0.25,top
Cr,Ag,0.75,0.25,top
Au,Ti,0.75,0.25,top
Au,Mo,0.75,0.25,top
Ni,Zr,0.75,0.25,top
Cu,Au,0.75,0.25,top
Au,Ti,0.75,0.25,top
Au,Mo,0.75,0.25,top
Ni,Zr,0.75,0.25,top
Cu,Re,0.75,0.25,top
Co,Cu,0.75,0.25,top
Ag,Sc,0.75,0.25,top
Cr,Au,0.75,0.25,top
Pt,Hg,0.75,0.25,top
Pd,Zn,0.75,0.25,top
Pt,Hg,0.75,0.25,top
Ir,Re,0.75,0.25,top
Hf,W,0.75,0.25,top
Mo,Pt,0.75,0.25,top
Ir,V,0.75,0.25,top
Ir,Re,0.75,0.25,top
Mo,Hf,0.75,0.25,top
Ir,V,0.75,0.25,top
Pd,Rh,0.75,0.25,top
Pd,Cu,0.75,0.25,top
Pd,Rh,0.75,0.25,top
Co,Pd,0.75,0.25,top
V,Hf,0.75,0.25,top
Ir,Au,0.75,0.25,top
Cu,Ni,0.75,0.25,top
Hg,Rh,0.75,0.25,top
Au,Cr,0.75,0.25,top
Os,La,0.75,0.25,top
Zr,Ru,0.75,0.25,top
Ir,Au,0.75,0.25,top
Au,Cr,0.75,0.25,top
Ag,Hg,0.75,0.25,top
Ag,Hg,0.75,0.25,top
Os,Ta,0.75,0.25,top
Mo,Zn,0.75,0.25,top
W,Pd,0.75,0.25,top
Au,Os,0.75,0.25,top
Co,Nb,0.75,0.25,top
Cr,La,0.75,0.25,top
Rh,Y,0.75,0.25,bridge
Zn,Re,0.75,0.25,top
Ir,Ti,0.75,0.25,top
Hf,Ni,0.75,0.25,top
Rh,Y,0.75,0.25,bridge
Cr,Re,0.75,0.25,top
Zn,Re,0.75,0.25,top
Tc,Pd,0.75,0.25,top
Ir,Ti,0.75,0.25,top
Fe,W,0.75,0.25,top
Ir,Pd,0.5,0.5,hollow
Ir,Pd,0.5,0.5,hollow
Ir,Pd,0.5,0.5,top
Pt,Rh,0.5,0.5,hollow
Hf,Ag,0.75,0.25,top
Hf,Mn,0.75,0.25,top
Zn,Mo,0.75,0.25,top
Zn,Mo,0.75,0.25,top
Ir,Ta,0.75,0.25,top
Ir,Ta,0.75,0.25,top
Zr,Ag,0.75,0.25,top
Pt,Cd,0.75,0.25,bridge
Fe,Ti,0.75,0.25,top
Au,Zr,0.75,0.25,top
Au,Zr,0.75,0.25,top
Re,La,0.75,0.25,bridge
Re,La,0.75,0.25,bridge
Cd,Ru,0.75,0.25,top
V,Sc,0.75,0.25,bridge
Ag,Zn,0.75,0.25,top
V,Sc,0.75,0.25,top
Ag,Zn,0.75,0.25,top
Tc,Sc,0.75,0.25,top
La,Pt,0.75,0.25,top
Au,Ir,0.75,0.25,top
Co,Zr,0.75,0.25,top
Cu,Tc,0.75,0.25,top
Pt,Ni,0.75,0.25,top
Nb,Cu,0.75,0.25,top
Pd,Sc,0.75,0.25,top
Pt,Ni,0.75,0.25,top
Hg,Y,0.75,0.25,top
Os,Cr,0.75,0.25,top
Re,Mo,0.75,0.25,top
Os,Cr,0.75,0.25,top
Re,Mo,0.75,0.25,top
Au,Cd,0.75,0.25,top
Ag,Os,0.75,0.25,top
Ag,V,0.75,0.25,bridge
Ag,V,0.75,0.25,top
Y,Pd,0.75,0.25,top
Rh,Os,0.75,0.25,top
Ru,Os,0.75,0.25,top
Cr,Zn,0.75,0.25,top
Ta,Os,0.75,0.25,top
Cr,W,0.75,0.25,top
Ti,Y,0.75,0.25,top
Ir,Ag,0.75,0.25,top
Ir,Ag,0.75,0.25,top
Hg,Cr,0.75,0.25,top
Y,V,0.75,0.25,top
Y,Cr,0.75,0.25,top
Y,Mo,0.75,0.25,top
Y,W,0.75,0.25,top
Y,Tc,0.75,0.25,top
Y,Os,0.75,0.25,top
Y,Rh,0.75,0.25,top
Y,Zn,0.75,0.25,top
Cr,Os,0.75,0.25,top
Cr,Ir,0.5,0.5,hollow
Hf,Ta,0.75,0.25,top
Cr,Os,0.75,0.25,top
Cr,Ir,0.5,0.5,hollow
Hf,Ta,0.75,0.25,top
Cr,Ir,0.5,0.5,hollow
Cr,Ir,0.5,0.5,hollow
Cr,Ir,0.5,0.5,top
Y,Cd,0.75,0.25,top
Cr,Tc,0.75,0.25,top
Cr,Mo,0.75,0.25,top
Hf,V,0.75,0.25,top
Y,La,0.75,0.25,top
Co,Au,0.75,0.25,top
Hf,Nb,0.75,0.25,top
Ag,Cu,0.75,0.25,top
Ag,Cu,0.75,0.25,top
Hf,La,0.75,0.25,top
Ti,La,0.75,0.25,bridge
Ta,Ti,0.5,0.5,hollow
Nb,V,0.75,0.25,top
Hf,La,0.75,0.25,top
Ti,La,0.75,0.25,bridge
Ta,Ti,0.5,0.5,hollow
Hf,Sc,0.75,0.25,top
Ta,Ti,0.5,0.5,hollow
Hf,Sc,0.75,0.25,top
Ta,Ti,0.5,0.5,hollow
Nb,Ta,0.5,0.5,hollow
Nb,Ta,0.5,0.5,hollow
Nb,Ta,0.5,0.5,hollow
Nb,Ta,0.5,0.5,hollow
Hf,Zr,0.75,0.25,top
Hf,Zr,0.75,0.25,top
Nb,Ti,0.75,0.25,top
Nb,Sc,0.75,0.25,top
Nb,Zr,0.75,0.25,top
Cr,Ta,0.75,0.25,top
Mo,Zr,0.75,0.25,top
Mo,W,0.75,0.25,top
Mo,Ti,0.75,0.25,top
Mo,V,0.75,0.25,top
Mo,W,0.75,0.25,top
Mo,Ta,0.75,0.25,top
Mo,Ru,0.75,0.25,top
Mo,Re,0.75,0.25,top
Mo,Re,0.75,0.25,top
W,La,0.75,0.25,bridge
W,Nb,0.75,0.25,top
W,Cr,0.75,0.25,top
W,La,0.75,0.25,top
W,Re,0.75,0.25,top
W,Re,0.75,0.25,top
Re,W,0.5,0.5,hollow
Re,W,0.5,0.5,hollow
Re,W,0.5,0.5,hollow
Re,W,0.5,0.5,hollow
Re,W,0.5,0.5,top
Re,Y,0.75,0.25,bridge
Re,Y,0.75,0.25,bridge
Re,Zr,0.75,0.25,bridge
Mo,Ir,0.75,0.25,top
Os,Ir,0.75,0.25,top
Os,Ir,0.75,0.25,top
Mo,Tc,0.75,0.25,top
Tc,Re,0.75,0.25,top
Tc,Re,0.75,0.25,top
Os,Hf,0.75,0.25,top
Os,Hf,0.75,0.25,top
Os,Mo,0.75,0.25,top
Os,Mo,0.75,0.25,top
Ru,Y,0.75,0.25,bridge
Ru,Cr,0.75,0.25,top
Ir,Y,0.75,0.25,bridge
Ir,Sc,0.75,0.25,bridge
Ru,Y,0.75,0.25,bridge
Ir,Y,0.75,0.25,bridge
Ir,Sc,0.75,0.25,bridge
Ir,Y,0.75,0.25,top
Ir,Zr,0.75,0.25,bridge
Ir,Zr,0.75,0.25,bridge
Ir,Zr,0.75,0.25,top
Ir,Zr,0.75,0.25,top
Ir,Hf,0.75,0.25,top
Ir,Hf,0.75,0.25,top
Ir,W,0.75,0.25,top
Ir,W,0.75,0.25,top
Ni,Y,0.75,0.25,top
Ni,Rh,0.75,0.25,top
Ni,Y,0.75,0.25,top
Ni,Sc,0.75,0.25,bridge
Rh,Hf,0.75,0.25,top
Ni,Hf,0.75,0.25,bridge
Ni,Hf,0.75,0.25,bridge
Ni,Tc,0.75,0.25,hollow
Ni,Tc,0.75,0.25,hollow
Co,Pd,0.75,0.25,bridge
Co,Pd,0.5,0.5,bridge
Co,Pd,0.75,0.25,bridge
Co,Pd,0.5,0.5,bridge
Ni,Ti,0.75,0.25,hollow
Ni,Re,0.75,0.25,hollow
Ni,Ti,0.75,0.25,hollow
Ni,Re,0.75,0.25,hollow
Au,Co,0.5,0.5,bridge
Ni,Ru,0.75,0.25,hollow
Co,Au,0.75,0.25,bridge
Ni,Ta,0.75,0.25,hollow
Ag,Au,0.5,0.5,bridge
Ni,Ir,0.75,0.25,bridge
Ni,Ta,0.75,0.25,top
Ni,Ir,0.75,0.25,hollow
Ni,Rh,0.75,0.25,bridge
Ni,Rh,0.75,0.25,bridge
Ni,Rh,0.75,0.25,hollow
Au,Ag,0.75,0.25,bridge
Co,Fe,0.75,0.25,bridge
Co,Fe,0.75,0.25,bridge
Co,Fe,0.75,0.25,hollow
Au,Ag,0.75,0.25,bridge
Co,Pt,0.75,0.25,bridge
Ag,Cu,0.75,0.25,bridge
Ag,Cu,0.75,0.25,bridge
Ag,Cu,0.75,0.25,bridge
Ni,Os,0.75,0.25,hollow
Ni,Os,0.75,0.25,hollow
Ni,Mo,0.75,0.25,hollow
Ag,Au,0.5,0.5,bridge
Ag,Zn,0.75,0.25,bridge
Ag,Zn,0.75,0.25,hollow
Ag,Cu,0.5,0.5,bridge
Ag,Zn,0.5,0.5,bridge
Ag,Cu,0.5,0.5,bridge
Ag,Cu,0.5,0.5,bridge
Co,Pt,0.5,0.5,bridge
Ag,Zn,0.5,0.5,bridge
Co,Pt,0.5,0.5,hollow
Ag,Zn,0.5,0.5,bridge
Ag,Zn,0.5,0.5,hollow
Ni,Co,0.75,0.25,bridge
Ni,Co,0.75,0.25,hollow
Ni,Co,0.75,0.25,hollow
Ag,Cd,0.5,0.5,bridge
Ag,Cd,0.5,0.5,bridge
Ag,Cd,0.5,0.5,bridge
Co,Re,0.75,0.25,hollow
Co,Tc,0.75,0.25,hollow
Co,Rh,0.75,0.25,bridge
Ag,Hg,0.75,0.25,bridge
Co,Re,0.75,0.25,top
Fe,Y,0.75,0.25,bridge
Fe,La,0.75,0.25,bridge
Fe,Sc,0.75,0.25,bridge
Fe,Zr,0.75,0.25,bridge
Co,Tc,0.75,0.25,hollow
Fe,Y,0.75,0.25,bridge
Fe,La,0.75,0.25,bridge
Fe,Sc,0.75,0.25,bridge
Fe,Zr,0.75,0.25,hollow
Co,Rh,0.75,0.25,bridge
Fe,Sc,0.75,0.25,top
Fe,Hf,0.75,0.25,bridge
Fe,Hf,0.75,0.25,hollow
Co,Tc,0.75,0.25,top
Fe,Hf,0.75,0.25,top
Co,V,0.75,0.25,hollow
Co,V,0.75,0.25,hollow
Co,Y,0.75,0.25,bridge
Fe,Ti,0.75,0.25,bridge
Fe,Ti,0.75,0.25,hollow
Ni,Y,0.75,0.25,bridge
Fe,Nb,0.75,0.25,hollow
Fe,V,0.75,0.25,bridge
Fe,Ta,0.75,0.25,hollow
Fe,Nb,0.75,0.25,hollow
Fe,V,0.75,0.25,hollow
Fe,Mo,0.75,0.25,hollow
Fe,Ta,0.75,0.25,hollow
Fe,Mo,0.75,0.25,hollow
Fe,Ta,0.75,0.25,top
Fe,W,0.75,0.25,hollow
Fe,W,0.75,0.25,hollow
Co,Rh,0.75,0.25,top
Co,Ni,0.5,0.5,bridge
Ni,Sc,0.75,0.25,bridge
Fe,Pt,0.5,0.5,bridge
Fe,Pd,0.5,0.5,bridge
Co,Mo,0.75,0.25,hollow
Fe,Pt,0.5,0.5,bridge
Co,Ni,0.5,0.5,bridge
Co,Mo,0.75,0.25,top
Mn,V,0.75,0.25,hollow
Mn,Mo,0.75,0.25,hollow
Mn,Mo,0.75,0.25,hollow
Ni,Zr,0.75,0.25,bridge
Mn,W,0.75,0.25,bridge
Mn,Re,0.75,0.25,bridge
