Metal1,Metal2,Metal1_Composition,Metal2_Composition,Site,ads_energy
La,Y,0.75,0.25,3,-0.7023352054593204
Hf,Ir,0.75,0.25,1,-0.12565128615730714
Y,Ta,0.75,0.25,3,-0.9534821286569866
La,Y,0.75,0.25,3,-0.774886877358739
Fe,Rh,0.5,0.5,3,1.257930846645678
Os,Y,0.75,0.25,2,-0.4887020322557589
La,Y,0.75,0.25,3,-0.7505080625587368
Fe,Rh,0.5,0.5,1,1.7916765628406495
Os,Y,0.75,0.25,2,-0.6211508581572787
Os,Ni,0.75,0.25,1,-0.1391017370542329
Hg,Co,0.75,0.25,1,0.18985981174139965
Os,Ni,0.75,0.25,1,0.28558646694094136
Fe,Rh,0.5,0.5,1,1.548464751243074
Co,Pt,0.75,0.25,1,-0.0205372477566641
Cr,Pt,0.75,0.25,1,-0.05299893205571493
Os,Y,0.75,0.25,1,1.0664433858446785
Cd,Cr,0.75,0.25,1,1.0254340617402988
Hg,Pt,0.75,0.25,3,1.2518598507422496
Ir,Nb,0.75,0.25,3,-0.2577616024563838
Cd,Cr,0.75,0.25,1,-0.21483210685889276
Hg,Pt,0.75,0.25,3,1.192678764441581
Ir,Nb,0.75,0.25,3,-0.3225231994574358
Ir,Nb,0.75,0.25,3,-0.4701523039575193
W,Ir,0.75,0.25,1,-0.07987439135737873
W,Hg,0.75,0.25,1,1.18982864404191
Ir,Nb,0.75,0.25,3,-0.3519584336563355
Mo,Hg,0.75,0.25,1,1.0243898248454855
Au,Hf,0.75,0.25,1,0.5620673245403225
Pd,Cr,0.75,0.25,1,0.11866694023868263
Cu,Ir,0.5,0.5,2,-0.38168523775581775
Cu,Mn,0.75,0.25,1,0.373085760141322
Au,Hf,0.75,0.25,1,-0.08531734846016548
Fe,Nb,0.75,0.25,1,0.39016675404221246
Cu,Ir,0.5,0.5,3,-0.06549616825120097
Au,Ag,0.75,0.25,1,0.5267062672437817
Cd,Os,0.75,0.25,1,-0.757736902759433
Au,Ag,0.75,0.25,1,1.058900662444131
Hf,Ti,0.75,0.25,1,0.2717321990431003
Sc,Pd,0.75,0.25,1,0.1779687091448352
Hf,Ti,0.75,0.25,1,0.2436443365450316
Cr,Hf,0.75,0.25,1,0.13801573074036355
Pt,La,0.75,0.25,2,-0.19635081525754572
Nb,Ti,0.5,0.5,3,-0.8431962946587817
La,Mn,0.75,0.25,3,-0.6549121580601138
Cd,Au,0.75,0.25,3,0.8145233873410973
Hf,Y,0.75,0.25,1,0.7490394642418607
Pt,La,0.75,0.25,2,-0.4477235928597736
La,Mn,0.75,0.25,3,-0.6969091194577857
La,Zn,0.75,0.25,3,-0.6909913237568333
Cd,Au,0.75,0.25,3,0.7618852782407259
Os,V,0.75,0.25,1,-0.13265263915943137
Nb,Ti,0.5,0.5,3,-0.9596631944577609
La,Zn,0.75,0.25,3,-0.6709029277580782
Cd,Au,0.75,0.25,3,0.7632870726420435
Os,V,0.75,0.25,1,0.6035431878417796
Hf,Au,0.75,0.25,1,0.36910663954134293
Nb,Ti,0.5,0.5,3,-0.8877547996553119
Ir,Tc,0.5,0.5,3,-0.2592346907576655
Cd,Au,0.75,0.25,3,0.7555486993415172
Nb,Rh,0.75,0.25,1,0.061850659240946015
V,Ti,0.75,0.25,1,0.3996533227409884
Cd,Re,0.75,0.25,1,1.1314663482417302
Ni,W,0.5,0.5,3,-0.3910424163613868
Nb,Ti,0.5,0.5,3,-0.9370786982571815
Cd,Re,0.75,0.25,1,-0.7768923564571821
Ni,W,0.5,0.5,3,-0.5846477389631843
Ir,Zn,0.75,0.25,1,-0.21139245186256517
Ir,Zn,0.75,0.25,1,1.0598855785365515
Ir,La,0.75,0.25,2,-0.2568904299577923
Os,Zn,0.75,0.25,1,-0.31975729825987287
Nb,Cd,0.75,0.25,1,1.0488355796415192
Ir,La,0.75,0.25,2,-0.5874529606580552
Os,Zn,0.75,0.25,1,1.1009271481462122
Y,Ta,0.75,0.25,1,-0.2678985231568447
Ir,La,0.75,0.25,1,-0.5066580080592473
Pt,Tc,0.5,0.5,3,-0.09433479295600478
Pt,Tc,0.5,0.5,3,-0.04626438665852106
Ir,La,0.75,0.25,1,1.478700069242251
Pt,Tc,0.5,0.5,3,-0.3110765947558036
Ir,Tc,0.5,0.5,3,-0.23859444785827577
Au,Sc,0.75,0.25,1,0.47130756314166433
Pt,Tc,0.5,0.5,3,-0.317942435055528
Ni,Pt,0.5,0.5,3,-0.28446454155252354
Ir,Tc,0.5,0.5,3,-0.4564697398591022
Au,Sc,0.75,0.25,1,0.5298102697425122
Pt,Tc,0.5,0.5,1,0.06633495914232412
Ni,Pt,0.5,0.5,3,-0.226913417055556
Ir,Tc,0.5,0.5,3,-0.39472207575724383
Pd,Mn,0.75,0.25,3,-0.3235214490550504
V,Y,0.75,0.25,2,-0.8013340295574096
Ir,Nb,0.75,0.25,1,-0.27639296485628506
Ir,Tc,0.5,0.5,1,0.15005363884213807
Pt,Tc,0.75,0.25,3,-0.15994456875975516
W,Ag,0.75,0.25,3,-1.0488953087578636
Co,Ir,0.75,0.25,3,-0.27231465865676796
Pt,Tc,0.75,0.25,3,-0.14234342925826127
Hf,Pd,0.75,0.25,3,-1.039939906258013
V,Ta,0.75,0.25,1,0.03852057104180062
W,Ag,0.75,0.25,3,-0.9043865335579255
La,Ir,0.75,0.25,3,-0.6573716590600895
V,Y,0.75,0.25,1,0.862307529842866
Ir,Nb,0.75,0.25,1,0.5863666821433355
La,Ir,0.75,0.25,3,-0.6590037978594125
Cd,V,0.75,0.25,3,-0.2440442077558771
Pt,W,0.75,0.25,3,0.15000615504052917
Tc,Pt,0.75,0.25,3,-0.6819770086576398
Pd,La,0.75,0.25,3,-0.4584775318571417
Ag,Nb,0.5,0.5,2,-0.65941591425414
Pt,Pd,0.75,0.25,3,-0.26234236676006617
Pt,W,0.75,0.25,3,0.12143869184095024
Tc,Pt,0.75,0.25,3,-0.6978469598606978
Cd,V,0.75,0.25,3,0.9331450206455258
Ag,Nb,0.5,0.5,3,-0.1335941530550997
La,Y,0.75,0.25,1,0.1409506146419801
Pt,Pd,0.75,0.25,3,-0.23063402966269564
Pt,W,0.75,0.25,3,-0.0359088224604136
Cd,V,0.75,0.25,3,1.011190262842348
Hg,Pd,0.75,0.25,3,1.2749766016432034
Pt,Pd,0.75,0.25,3,-0.2856422502581779
Pt,W,0.75,0.25,3,-0.12900250406070768
Ag,Nb,0.5,0.5,3,-0.15780861116124356
Pt,Pd,0.75,0.25,3,-0.25132488566211464
Mo,Os,0.75,0.25,3,-0.8011363389586847
Ni,Hf,0.75,0.25,1,-0.06968957855767144
Co,Os,0.75,0.25,1,-0.22130460665991336
La,W,0.75,0.25,3,-0.4924253658600435
Ni,Hf,0.75,0.25,1,0.6934772197428458
La,W,0.75,0.25,3,-0.6664144100604688
Cd,Au,0.75,0.25,1,0.6808788932439995
Cd,Rh,0.5,0.5,2,-0.4932215709586387
Ag,Co,0.75,0.25,1,0.11125864103908611
Os,Tc,0.75,0.25,1,-0.09397669105871387
Cd,Rh,0.5,0.5,1,-0.17633208045933202
Os,Tc,0.75,0.25,1,0.23313353124197533
W,Zr,0.75,0.25,3,-0.4995178770577411
Cu,Hf,0.75,0.25,3,-0.00046803575875742354
W,Zr,0.75,0.25,3,-0.8004512923571099
Sc,Cu,0.75,0.25,3,-1.1997319551582848
Cu,Hf,0.75,0.25,3,0.22909250474279474
Os,Zr,0.75,0.25,1,0.8409962543419454
Ag,Ni,0.75,0.25,3,0.38676029694855174
Cu,Hf,0.75,0.25,3,-0.12335723045450209
Y,Re,0.75,0.25,1,-0.2010830109602182
Ni,W,0.5,0.5,3,-0.4009174275624616
Cu,Hf,0.75,0.25,3,-0.30782116075621957
Ni,W,0.5,0.5,3,-0.6431715343632902
Pt,Tc,0.75,0.25,3,0.029325300239207763
Ni,Ta,0.5,0.5,3,-0.4856397991597703
Pt,Tc,0.75,0.25,3,-0.012107705259921886
Rh,Cr,0.75,0.25,3,-0.3292293088588565
Rh,Cr,0.75,0.25,3,-0.4214436547581215
Cr,Cd,0.75,0.25,3,-0.6966195904596759
Au,Y,0.5,0.5,2,-0.6962519645594227
Cr,Cd,0.75,0.25,3,-0.8233479031577815
Hg,Mn,0.75,0.25,1,0.2647281248437423
Ni,Ta,0.5,0.5,3,-0.6566735509613579
Au,Y,0.5,0.5,3,0.3711465409406003
Ag,Au,0.5,0.5,3,0.3478485622408982
Ni,Ta,0.5,0.5,3,-0.7533702920618168
Pt,Au,0.75,0.25,2,-0.22654143745873512
Ag,Au,0.5,0.5,3,0.3971026636363888
Au,Y,0.5,0.5,1,0.42067384464192514
Cr,La,0.5,0.5,1,-0.5891612912591597
Ir,La,0.5,0.5,2,-0.43353734615718054
Ir,La,0.5,0.5,1,1.0621231705418097
Re,Os,0.75,0.25,3,-0.45271266415781497
Pd,Ti,0.75,0.25,3,-0.284559373259043
Ru,Cu,0.75,0.25,3,-0.46453546605968654
Ag,Au,0.5,0.5,3,0.3199016546359701
Au,Y,0.5,0.5,1,0.24136361434014475
Pd,Au,0.75,0.25,3,-0.31546783185601157
Mo,Nb,0.75,0.25,3,-0.7273560729581448
Ru,Cu,0.75,0.25,3,-0.3087818586563742
Ag,Au,0.5,0.5,3,0.3210778667353509
Cd,Zr,0.75,0.25,1,0.81787161214109
Ir,Ru,0.75,0.25,1,-0.25309117655976365
Cr,Cu,0.5,0.5,3,-0.5884291689644385
Pd,Au,0.75,0.25,3,-0.1844386238580853
Mo,Nb,0.75,0.25,3,-0.8220423008596924
Ru,Cu,0.75,0.25,3,-0.20594473276193526
Cr,Cu,0.5,0.5,3,-0.632293103458295
Pd,Au,0.75,0.25,3,-0.09976564095902063
Ru,Cu,0.75,0.25,3,-0.25655123995872486
Cr,Cu,0.75,0.25,1,0.3374278267447437
Ag,Au,0.5,0.5,1,0.9706148241394033
Cd,Zr,0.75,0.25,1,-0.07954118795802856
Ir,Ru,0.75,0.25,1,0.015468583239481859
Cr,La,0.5,0.5,1,0.8764299659424353
Pd,Au,0.75,0.25,3,-0.10258392395823535
Ag,Au,0.5,0.5,1,0.5088730147408853
Cr,Cu,0.5,0.5,3,-0.3289825016608745
Zr,Pd,0.75,0.25,3,-1.0015606983606347
Cr,Cu,0.5,0.5,3,-0.33770102906325405
Hf,Os,0.5,0.5,2,-0.5754843054591845
Zr,Pd,0.75,0.25,3,-0.8700227735598389
Co,La,0.75,0.25,1,-0.3811193770588659
Hf,Os,0.5,0.5,3,-0.9600706849587084
Ni,Rh,0.5,0.5,3,-0.27495389086013233
Ni,Rh,0.5,0.5,3,-0.2815863935602181
Hf,Os,0.5,0.5,1,0.7663986944399142
Ni,Rh,0.5,0.5,3,-0.2919482163551663
Hf,Os,0.5,0.5,1,-0.4661775370577459
Hg,Sc,0.5,0.5,2,-0.6531057303572823
Au,W,0.5,0.5,2,-0.6580915362564781
Au,Fe,0.75,0.25,1,0.5406062503434725
Au,W,0.5,0.5,3,0.04177899814115449
Au,Fe,0.75,0.25,1,0.4535651967426304
Au,W,0.5,0.5,1,-0.14190763895655323
Co,Os,0.75,0.25,3,-0.28972871975472003
Cr,Ru,0.75,0.25,3,-0.6765603105586422
Y,V,0.75,0.25,3,-1.0060386036556963
La,Ti,0.75,0.25,3,-0.528714603459747
La,Ti,0.75,0.25,3,-0.6907490064577075
Re,Rh,0.5,0.5,3,-0.5128989389586138
Re,Rh,0.5,0.5,3,-0.4814556406590498
Co,Rh,0.75,0.25,3,-0.28555939155828014
Ta,Pd,0.75,0.25,3,-1.001375524861004
Pd,V,0.75,0.25,3,-0.2213671927592884
Co,Rh,0.75,0.25,3,-0.1972821248554908
Ta,Pd,0.75,0.25,3,-0.6113732636576685
Re,Au,0.75,0.25,3,-0.3433516089562261
Pd,V,0.75,0.25,3,-0.17430700916062847
Co,Rh,0.75,0.25,3,-0.24526559065904507
Mo,Zn,0.75,0.25,3,-0.878596400259056
Re,Au,0.75,0.25,3,-0.6697868529581399
Mo,Sc,0.75,0.25,3,-0.5072823732579934
Co,Rh,0.75,0.25,3,-0.2523737483561206
Mo,Sc,0.75,0.25,3,-0.8399707932576064
Re,Rh,0.5,0.5,3,-0.3391262252580134
Ti,Au,0.75,0.25,3,-1.0995741981559775
Ta,Pd,0.75,0.25,3,-1.0053599517586633
Re,Ru,0.75,0.25,3,-0.5508663025566136
Re,Rh,0.5,0.5,3,-0.3470901809587019
Ti,Au,0.75,0.25,3,-1.1019900248565762
Re,Ru,0.75,0.25,3,-0.5605346432557496
Hf,Cd,0.75,0.25,3,-1.0935788499582202
La,Hg,0.75,0.25,3,-0.7385569588577425
Re,Ru,0.75,0.25,3,-0.5186176833585421
La,Hg,0.75,0.25,3,-0.6892232641575617
Hg,Tc,0.75,0.25,3,1.4048085087424909
Re,Ru,0.75,0.25,3,-0.4779957131567869
Ta,Ni,0.75,0.25,3,-1.0005866668570604
Hg,Tc,0.75,0.25,3,1.423501368940407
Mo,Ir,0.75,0.25,3,-0.8022590806567393
Au,Ti,0.75,0.25,3,0.40210656504225994
Mo,Pd,0.75,0.25,3,-0.9337080241557203
Hg,Ti,0.75,0.25,3,1.2459700828412963
Cd,Rh,0.75,0.25,3,0.7011327344416998
Mo,Pd,0.75,0.25,3,-0.8943591386587002
Hg,Ti,0.75,0.25,3,1.4731903082402198
Tc,Rh,0.75,0.25,3,-0.6999317599574795
Mo,Pd,0.75,0.25,3,-0.5336674834570374
Ir,Y,0.75,0.25,3,-0.3709064004569598
Ag,Re,0.75,0.25,1,-0.5553657049522087
Mo,Zr,0.75,0.25,3,-0.523143072557076
Ir,Pt,0.75,0.25,3,-0.23974984325738546
Ir,Y,0.75,0.25,3,-0.5597547650567947
W,Nb,0.75,0.25,3,-0.748946945560391
Re,Cu,0.75,0.25,3,-0.41643812065646557
Ir,Pt,0.75,0.25,3,-0.2057409196595188
V,Cr,0.75,0.25,3,-1.033015153158857
Os,Cu,0.75,0.25,3,-0.24889926286320474
Nb,W,0.75,0.25,3,-1.230589664358348
W,Nb,0.75,0.25,3,-0.8716961375602921
Re,Cu,0.75,0.25,3,-0.5808688941606022
Ir,Pt,0.75,0.25,3,-0.14418849715636384
V,Cr,0.75,0.25,3,-1.0152416296577655
Os,Cu,0.75,0.25,3,-0.24092469476360634
Cu,Cr,0.75,0.25,3,-0.41801597265927626
Au,Tc,0.75,0.25,3,0.34982165963904777
Au,Tc,0.75,0.25,3,0.698862488640799
Au,Tc,0.75,0.25,3,-0.2132515336588483
Ag,Au,0.75,0.25,3,0.36833465264592746
Cu,Ir,0.75,0.25,1,-0.3749334131561852
Pt,Ta,0.75,0.25,3,0.07847518204019366
Ag,Au,0.75,0.25,3,0.40521532964433504
Pt,Ta,0.75,0.25,3,0.061932157242182484
Nb,Ag,0.75,0.25,3,-1.039290914660313
Ag,Au,0.75,0.25,3,0.3406195860452783
Re,W,0.75,0.25,1,0.025466589941999018
Pt,Ta,0.75,0.25,3,-0.04462326815971096
Nb,Ag,0.75,0.25,3,-0.9835949262587462
Ag,Au,0.75,0.25,3,0.3530821277463758
Re,W,0.75,0.25,1,0.27329998284133694
Pd,Mo,0.75,0.25,1,-0.055465780059392955
Pt,Ta,0.75,0.25,3,-0.08935334085887803
Pd,Sc,0.75,0.25,3,-0.46196208546004414
Pd,Y,0.5,0.5,2,-0.0803273248593257
Re,Y,0.75,0.25,3,-0.09763403715530217
Ir,Zr,0.5,0.5,2,-0.06930889135671237
Pd,Y,0.5,0.5,2,-0.5593933978588836
Cu,Nb,0.5,0.5,3,-0.24901504735950653
Re,Y,0.75,0.25,3,-0.5965593862556204
Rh,W,0.75,0.25,3,-0.22505583195649592
Ir,Zr,0.5,0.5,3,-0.503276449358026
Pd,Y,0.5,0.5,1,0.22842528163985776
Cu,Nb,0.5,0.5,3,-0.2042539535604817
Re,Rh,0.75,0.25,3,-0.6386540365592452
Rh,W,0.75,0.25,3,-0.4127885298575791
Y,Ir,0.75,0.25,1,-0.08683397495676104
Ir,Zr,0.5,0.5,1,0.3116172849413772
Cu,Nb,0.5,0.5,3,-0.5932567406552778
Hf,Nb,0.75,0.25,3,-1.059876598758791
Re,Rh,0.75,0.25,3,-0.6814451621566775
Rh,W,0.75,0.25,3,-0.4515633912587589
Zn,Os,0.75,0.25,3,0.9103456905441192
Cu,Nb,0.5,0.5,3,-0.6933164005594961
Hf,Nb,0.75,0.25,3,-0.9527830682590945
Re,Rh,0.75,0.25,3,-0.51558130115788
Rh,W,0.75,0.25,3,-0.3363441333558228
Zn,Os,0.75,0.25,3,0.6540998982464146
Cu,Nb,0.5,0.5,1,0.1734891710448494
Re,Zr,0.75,0.25,3,-0.36178636915698803
W,Zn,0.75,0.25,3,-0.8237469580626282
Re,Zr,0.75,0.25,3,-0.6926182924571265
V,Nb,0.75,0.25,3,-0.8118320454586581
Re,Zr,0.75,0.25,3,-0.5505721475592225
Hg,Zn,0.75,0.25,3,1.6831174271401608
Sc,La,0.75,0.25,3,-0.905740980158015
V,Nb,0.75,0.25,3,-0.8340817055568266
Ir,W,0.75,0.25,3,-0.08135863635740748
Hg,Zn,0.75,0.25,3,1.6866089198420298
Sc,La,0.75,0.25,3,-0.7179437913573281
La,Zr,0.75,0.25,1,-0.1353486070574661
Ir,W,0.75,0.25,3,-0.1665961194584895
Mo,Ru,0.75,0.25,3,-0.7930961913579893
Ti,Zn,0.75,0.25,3,-1.1052043695590044
Sc,La,0.75,0.25,3,-0.8441780813581943
Ir,W,0.75,0.25,3,-0.2957284218600478
Mo,Ru,0.75,0.25,3,-0.7376701398561352
Ti,Zn,0.75,0.25,3,-1.094180493760149
Sc,La,0.75,0.25,3,-0.8683706343572055
Pt,Zn,0.5,0.5,2,-0.16343565315671071
Pd,Cu,0.75,0.25,3,-0.2259924477611719
Ir,W,0.75,0.25,3,-0.21771175165756063
Mo,Ru,0.75,0.25,3,-0.6594310165555441
Pd,Cu,0.75,0.25,3,-0.15890604626380878
Nb,Sc,0.75,0.25,3,-0.7359487477578739
Mo,Ru,0.75,0.25,3,-0.6684198890570485
Ag,Cd,0.5,0.5,3,0.5322939888438043
W,Ag,0.75,0.25,1,0.7396948028408872
Pd,Cu,0.75,0.25,3,-0.169710462264419
Nb,Sc,0.75,0.25,3,-0.9126966180583338
Ag,Cd,0.5,0.5,3,0.5179861071456173
Cu,Ta,0.5,0.5,2,-0.7544451416533491
Pd,Cu,0.75,0.25,3,-0.1579243955629579
Nb,Sc,0.75,0.25,3,-0.8880051444566277
Ag,Pd,0.75,0.25,3,0.39976339274383577
Ag,Cd,0.5,0.5,3,0.6224704741407834
Cu,Ta,0.5,0.5,3,-0.22758649065414716
Ti,La,0.75,0.25,3,-0.9534132838552694
Nb,Sc,0.75,0.25,3,-0.9336950987589887
Ag,Pd,0.75,0.25,3,0.6595137391423407
Ag,Cd,0.5,0.5,3,0.6112682277389752
Ag,Ta,0.75,0.25,1,-0.47959356565749545
Ti,La,0.75,0.25,3,-0.7283924184548312
Ag,Pd,0.75,0.25,3,0.15342948314449245
W,Hf,0.75,0.25,1,0.16793804884312635
Ir,Zr,0.75,0.25,3,-0.3679489311570876
Ag,Pd,0.75,0.25,3,0.13061736364127796
Ag,Cd,0.5,0.5,1,0.8799847250420783
Ir,Zr,0.75,0.25,3,-0.4543238500582163
Ag,Cd,0.5,0.5,1,0.9714605539420802
Cu,Ta,0.5,0.5,3,-0.1943530915513918
Os,Ir,0.75,0.25,3,-0.26447995705800054
Cu,Ta,0.5,0.5,3,-0.7507336449552611
Au,Pt,0.5,0.5,2,-0.24752127836015347
Os,Ir,0.75,0.25,3,-0.2439408044583331
Au,Zr,0.75,0.25,3,0.46302400974039415
Hf,Os,0.75,0.25,1,-0.10599759205703663
Cu,Ta,0.5,0.5,1,0.0321897065450969
Au,Pt,0.5,0.5,1,-0.18343397945770334
Os,Ir,0.75,0.25,3,-0.16619815285864092
Au,Zr,0.75,0.25,3,0.7672153080393684
Au,Zr,0.75,0.25,3,0.1223763960415738
Au,Zr,0.75,0.25,3,0.08696458954094055
Mn,Nb,0.5,0.5,2,-0.5802739172604277
Hf,Zn,0.75,0.25,3,-1.0627718899549734
W,Hf,0.75,0.25,1,-0.31099033455663516
Mn,Nb,0.5,0.5,3,-0.7620614719589582
Mo,Ti,0.5,0.5,3,-0.7594951662567553
Ru,W,0.75,0.25,3,-0.4676385162556187
Hf,Zn,0.75,0.25,3,-1.0112069978558509
Mo,Ti,0.5,0.5,3,-0.8623505237546567
Ru,W,0.75,0.25,3,-0.48455338455730157
Ru,W,0.75,0.25,3,-0.5661823660584275
La,Hf,0.75,0.25,1,-0.1898097427574328
Ag,W,0.75,0.25,1,-0.5193283086618692
Nb,Re,0.75,0.25,1,-0.12668450235921114
Ru,W,0.75,0.25,3,-0.48258123955653787
Au,Y,0.75,0.25,3,0.4661169917426662
Au,Mn,0.75,0.25,1,0.5429600349425812
Ni,Pt,0.75,0.25,1,-0.11345269485806853
Au,Y,0.75,0.25,3,0.5868552625406949
Au,Mn,0.75,0.25,1,0.560995740140271
Au,Y,0.75,0.25,3,0.3428309191413348
Au,Y,0.75,0.25,3,0.21489673394265196
Hg,W,0.75,0.25,1,0.9733282072420764
Hg,W,0.75,0.25,1,-0.6456587909551388
Pd,Tc,0.5,0.5,3,-0.23100723375588927
V,Ag,0.75,0.25,3,-1.0180890289547904
Au,La,0.75,0.25,1,0.39693925924169093
Pd,Tc,0.5,0.5,3,-0.2951367102568554
Cd,La,0.75,0.25,1,0.6573741080437969
Au,La,0.75,0.25,1,0.7435706563419728
Pd,Tc,0.5,0.5,3,-0.5313112497560439
Cd,La,0.75,0.25,1,0.35380608654398316
Pd,Tc,0.5,0.5,3,-0.47687705325640195
Rh,V,0.75,0.25,3,-0.2514553641585451
Hg,Zr,0.75,0.25,3,-0.06475057635813641
Zr,Ag,0.75,0.25,3,-1.0387228770586887
Rh,V,0.75,0.25,3,-0.43371408405707257
Cu,Nb,0.75,0.25,1,-0.054890667458465714
Ni,Cd,0.75,0.25,3,-0.49511262616485396
Rh,V,0.75,0.25,3,-0.5000236005571139
Ni,Nb,0.75,0.25,1,0.23270644854440548
Rh,V,0.75,0.25,3,-0.348674835960054
Cd,Ag,0.75,0.25,1,0.9757207681441571
Ta,Y,0.75,0.25,2,-0.8906755335546848
Cu,Sc,0.75,0.25,3,-0.07175968465796245
Cd,Ag,0.75,0.25,1,0.9831560067441671
Cd,Ru,0.75,0.25,3,0.9727826189419204
Rh,V,0.5,0.5,3,-0.42203373355638973
Ir,V,0.75,0.25,3,-0.1923285645598014
Cd,Ru,0.75,0.25,3,0.8587522264433858
Co,Hf,0.75,0.25,1,0.6763905115376758
Ir,Ni,0.75,0.25,1,-0.2619860336626232
Zn,Cu,0.75,0.25,1,0.8622815429344257
Rh,V,0.5,0.5,3,-0.47859273095579624
Ir,V,0.75,0.25,3,-0.25426357905868713
Ir,Ni,0.75,0.25,1,0.21488965893607315
Rh,V,0.5,0.5,3,-0.6771317496558993
Pt,Nb,0.75,0.25,1,-0.11080339455926946
Mo,Y,0.5,0.5,2,-0.8349214488580117
Ir,V,0.75,0.25,3,-0.4171173167587483
Rh,V,0.5,0.5,3,-0.5729695654581235
Ir,V,0.75,0.25,3,-0.3216366525584533
Pt,Nb,0.75,0.25,1,0.20065633644210834
Tc,Ti,0.5,0.5,3,-0.7051039638599548
Ag,Hg,0.5,0.5,3,0.8759339024409485
Tc,Ti,0.5,0.5,1,-0.10607473635806741
Ag,Hg,0.5,0.5,3,0.8891112871433791
Mo,Y,0.5,0.5,1,0.038933639841189915
Tc,Ti,0.5,0.5,1,0.6146414868426575
Ag,Hg,0.5,0.5,1,0.9277208394424008
Mo,Y,0.5,0.5,1,0.10274610374202098
Ag,Hg,0.5,0.5,1,1.1468222763442384
Ta,La,0.75,0.25,2,-0.7127434237581554
Ag,La,0.5,0.5,0,-0.20130111015802754
Ag,Hf,0.5,0.5,2,-0.7885401892626476
Ag,Hf,0.5,0.5,3,0.033081015441922546
Cu,V,0.75,0.25,3,-0.09867133505665038
V,Hg,0.75,0.25,3,-1.0455620502570753
Ag,Hf,0.5,0.5,3,-0.09520610135857055
Ag,Re,0.5,0.5,2,-0.6132330256577632
Ag,La,0.5,0.5,2,-0.5527845690548645
V,Hg,0.75,0.25,3,-0.9860952443586655
Ag,Re,0.5,0.5,3,0.008403011336696409
Ag,La,0.5,0.5,1,0.4472332437444777
Rh,Hg,0.75,0.25,3,-0.4347795456587562
Hg,Cr,0.75,0.25,3,1.353338176239987
Ru,Cr,0.75,0.25,3,-0.510914140558242
Ti,Y,0.75,0.25,3,-0.7417295341574288
Co,Zr,0.75,0.25,3,-0.6151398633582801
Hg,Cr,0.75,0.25,3,1.411789453240118
Ni,Ta,0.75,0.25,3,-0.3800740516589656
Hf,Pd,0.75,0.25,1,0.21513782674176696
Mo,Pt,0.75,0.25,3,-0.8804545295560899
Pt,Cr,0.75,0.25,3,0.01330487003818348
Zn,Ti,0.75,0.25,3,0.9649465568445805
Co,Nb,0.75,0.25,3,-0.5646094120592977
Cu,Hg,0.75,0.25,3,0.09843718114373701
Pt,Cr,0.75,0.25,3,-0.0738242123615862
Pt,Cd,0.75,0.25,3,-0.22557026315823236
Ir,Re,0.75,0.25,3,0.053523431543936795
Cu,Hg,0.75,0.25,3,0.04901899504423568
Pt,Cr,0.75,0.25,3,-0.1292317600591275
Ag,Hf,0.5,0.5,1,0.06351613193785965
Ir,Re,0.75,0.25,3,-0.03837362955798085
Tc,Pd,0.75,0.25,3,-0.6663393066582728
Ag,Re,0.5,0.5,3,-0.2969981049600108
Ag,La,0.5,0.5,1,0.29168780344210177
Ir,Re,0.75,0.25,3,-0.20091021865570724
Re,Ir,0.75,0.25,3,-0.604981309558724
Tc,Pd,0.75,0.25,3,-0.7132511882582264
Co,Ru,0.75,0.25,1,0.2233038270433383
Ir,Mo,0.75,0.25,1,-0.20216711245572583
Ir,Re,0.75,0.25,3,-0.14827986475481225
Tc,Pd,0.75,0.25,3,-0.44335344465704907
Co,Ru,0.75,0.25,1,0.08237334884418601
Ag,Re,0.5,0.5,1,0.9507662964397525
Ir,Mo,0.75,0.25,1,0.26879758734233405
Cd,Ir,0.5,0.5,2,-0.4416690599564106
Y,Zn,0.75,0.25,3,-1.0800679897610905
Cd,Hf,0.5,0.5,2,-0.8495894732577369
Cd,Ir,0.5,0.5,1,-0.2700185620551281
Cd,Hf,0.5,0.5,3,0.06014654624325999
Ir,Ni,0.5,0.5,2,-0.17285854725830063
Ir,Ni,0.5,0.5,3,-0.2969021848611817
Os,Ru,0.5,0.5,3,-0.3685326153599533
Co,Ir,0.75,0.25,1,-0.13862621816130627
Ir,Ni,0.5,0.5,3,-0.2755715891607622
Tc,Sc,0.75,0.25,3,-0.37898586855860117
Os,Ag,0.75,0.25,3,-0.16163412345392203
Tc,Sc,0.75,0.25,3,-0.7089591366556931
Pd,Rh,0.75,0.25,3,-0.21013950375979107
Os,Ru,0.5,0.5,3,-0.3130834342582318
Os,Ag,0.75,0.25,3,-0.38174877635808
Tc,Sc,0.75,0.25,3,-0.6774558372589752
Pd,Rh,0.75,0.25,3,-0.3009608988604384
Y,Cr,0.75,0.25,3,-1.02772308335895
Tc,Sc,0.75,0.25,3,-0.4404646841566944
Pd,Rh,0.75,0.25,3,-0.26629427606073364
Au,Pt,0.75,0.25,3,0.306514606142656
Pt,Mo,0.75,0.25,3,0.1034495180438455
Au,Pt,0.75,0.25,3,0.5688183327411309
Os,Ru,0.5,0.5,3,-0.3543226946594302
Pt,Mo,0.75,0.25,3,0.037457014143939205
Hg,Y,0.75,0.25,3,1.091255406042393
Pt,Mo,0.75,0.25,3,-0.1194836898566507
Y,Hg,0.75,0.25,3,-1.1136935050571708
