system_id,composition_fraction
random1936311,"{'Te': 0.6666666666666666, 'Ru': 0.3333333333333333}"
random1024707,"{'Al': 0.8653846153846154, 'Cr': 0.1346153846153846}"
random793035,"{'Mn': 0.125, 'Cd': 0.375, 'Te': 0.5}"
random213781,"{'Cd': 0.3333333333333333, 'Cl': 0.6666666666666666}"
random2009771,"{'K': 0.6666666666666666, 'S': 0.3333333333333333}"
random1555859,"{'Pd': 0.5, 'Pb': 0.5}"
random540271,"{'Na': 0.3333333333333333, 'Se': 0.6666666666666666}"
random757899,"{'Sc': 0.5, 'Te': 0.5}"
random2351849,"{'Al': 0.8653846153846154, 'Cr': 0.1346153846153846}"
random2292597,"{'Hf': 0.5555555555555556, 'Ni': 0.1111111111111111, 'Sb': 0.3333333333333333}"
random1958702,"{'As': 0.6666666666666666, 'Pd': 0.3333333333333333}"
random781309,"{'V': 0.6, 'Ge': 0.2, 'C': 0.2}"
random1722129,"{'Ca': 0.2727272727272727, 'Ag': 0.7272727272727273}"
random2140222,"{'Cs': 0.2, 'Sr': 0.2, 'Cl': 0.6}"
random2298838,"{'Ge': 0.25, 'Ru': 0.5, 'Ti': 0.25}"
random1497260,"{'Nb': 0.3333333333333333, 'S': 0.6666666666666666}"
random1907599,"{'Ca': 0.2, 'Cu': 0.4, 'As': 0.4}"
random1823682,"{'Au': 0.75, 'Sc': 0.25}"
random1719693,"{'Ni': 0.3333333333333333, 'S': 0.6666666666666666}"
random413797,"{'Hf': 0.6363636363636364, 'As': 0.36363636363636365}"
random1581881,"{'Hg': 0.75, 'K': 0.25}"
random2098693,"{'Ag': 0.3333333333333333, 'As': 0.3333333333333333, 'S': 0.3333333333333333}"
random1832106,{'Rb': 1.0}
random1143732,"{'Sr': 0.3333333333333333, 'P': 0.6666666666666666}"
random517376,"{'Rh': 0.5, 'V': 0.5}"
random107369,"{'S': 0.6666666666666666, 'Ta': 0.3333333333333333}"
random1803523,"{'Sc': 0.6666666666666666, 'Sb': 0.3333333333333333}"
random2414669,"{'Na': 0.25, 'Cd': 0.75}"
random1036533,"{'Ca': 0.6666666666666666, 'Bi': 0.3333333333333333}"
random51241,"{'Pb': 0.3333333333333333, 'Se': 0.6666666666666666}"
random799806,"{'Nb': 0.5, 'N': 0.5}"
random1742167,"{'Au': 0.25, 'Pd': 0.25, 'Sr': 0.5}"
random1631284,"{'Au': 0.75, 'Ca': 0.25}"
random627095,"{'Ti': 0.5, 'Se': 0.5}"
random2443224,"{'Ca': 0.5, 'Tl': 0.5}"
random2403371,"{'Zr': 0.6666666666666666, 'Fe': 0.16666666666666666, 'Co': 0.16666666666666666}"
random1047729,"{'Ag': 0.6666666666666666, 'Te': 0.3333333333333333}"
random1323888,"{'In': 0.4074074074074074, 'S': 0.5925925925925926}"
random1037291,"{'Co': 0.7777777777777778, 'Hf': 0.2222222222222222}"
random861511,"{'Sb': 0.6666666666666666, 'Ru': 0.3333333333333333}"
random1891474,"{'Ti': 0.5, 'Ir': 0.5}"
random609255,"{'Ag': 0.5, 'Al': 0.25, 'Sc': 0.25}"
random169674,"{'Pb': 0.25, 'Se': 0.5, 'Sn': 0.25}"
random1686808,"{'Re': 0.75, 'Tc': 0.25}"
random1191676,"{'Ti': 0.5714285714285714, 'Co': 0.14285714285714285, 'Bi': 0.2857142857142857}"
random388038,"{'Ti': 0.5, 'Re': 0.5}"
random681254,"{'Cr': 0.125, 'Fe': 0.375, 'As': 0.5}"
random1332623,"{'Al': 0.6666666666666666, 'Sr': 0.3333333333333333}"
random1233534,"{'Ir': 0.25, 'Pd': 0.25, 'Sc': 0.5}"
random447136,"{'Ca': 0.375, 'Tl': 0.625}"
random1465544,"{'Ge': 0.4, 'Mn': 0.4, 'Y': 0.2}"
random2044353,"{'Na': 0.125, 'Nb': 0.125, 'S': 0.75}"
random1882532,"{'Fe': 0.6666666666666666, 'Ta': 0.16666666666666666, 'W': 0.16666666666666666}"
random2009834,"{'Sr': 0.2, 'Ag': 0.4, 'Sn': 0.4}"
random689530,"{'Sc': 0.25, 'Al': 0.5, 'Ni': 0.25}"
random574612,"{'Sc': 0.42857142857142855, 'Si': 0.42857142857142855, 'Pt': 0.14285714285714285}"
random955618,"{'Ag': 0.6666666666666666, 'Te': 0.3333333333333333}"
random1961589,"{'Ta': 0.6666666666666666, 'Ni': 0.3333333333333333}"
random239878,"{'Y': 0.25, 'Au': 0.75}"
random1740490,"{'Nb': 0.5, 'Re': 0.5}"
random1891396,"{'Bi': 0.5, 'Pd': 0.5}"
random1142899,"{'Sc': 0.5, 'Ni': 0.5}"
random2245106,"{'Ge': 0.4, 'N': 0.4, 'Se': 0.2}"
random809111,"{'Se': 0.5, 'Sn': 0.5}"
random1060295,"{'Y': 0.2, 'Si': 0.4, 'Ir': 0.4}"
random2441093,"{'Cu': 0.7777777777777778, 'Si': 0.2222222222222222}"
random1384276,"{'Bi': 0.6666666666666666, 'Rb': 0.3333333333333333}"
random290780,"{'Ga': 0.25, 'V': 0.75}"
random2351383,"{'Al': 0.25, 'Pt': 0.75}"
random2480347,{'Ga': 1.0}
random768070,"{'Cr': 0.375, 'Ni': 0.125, 'P': 0.5}"
random744113,"{'Al': 0.25, 'Mn': 0.25, 'Ni': 0.5}"
random914249,"{'Y': 0.3333333333333333, 'As': 0.3333333333333333, 'Pt': 0.3333333333333333}"
random2353311,"{'Al': 0.25, 'Ir': 0.5, 'Zn': 0.25}"
random657390,"{'Ti': 0.5, 'Tc': 0.5}"
random491019,"{'Hf': 0.25, 'In': 0.25, 'Pt': 0.5}"
random1807616,"{'Cu': 0.5, 'Cl': 0.5}"
random2157227,"{'Os': 0.5, 'Si': 0.25, 'V': 0.25}"
random605366,"{'Hf': 0.5, 'Pd': 0.5}"
random568907,"{'Ni': 0.75, 'P': 0.25}"
random1102974,"{'P': 0.3333333333333333, 'Au': 0.3333333333333333, 'S': 0.3333333333333333}"
random2006229,"{'Zr': 0.5, 'Cl': 0.5}"
random1816880,"{'Ni': 0.1, 'S': 0.6, 'V': 0.3}"
random2422377,"{'Al': 0.4, 'S': 0.6}"
random672174,"{'Ta': 0.625, 'Si': 0.375}"
random1883939,"{'Ca': 0.3333333333333333, 'Cl': 0.6666666666666666}"
random2122142,"{'Ni': 0.5, 'Pd': 0.5}"
random1877450,"{'Ge': 0.6666666666666666, 'Mo': 0.3333333333333333}"
random1033047,"{'Ag': 0.375, 'P': 0.125, 'Se': 0.5}"
random2363311,"{'Te': 0.6153846153846154, 'V': 0.38461538461538464}"
random1702403,"{'Ni': 0.3333333333333333, 'S': 0.6666666666666666}"
random1347756,"{'Y': 0.5, 'Al': 0.5}"
random542264,"{'Hf': 0.25, 'Ru': 0.5, 'Sn': 0.25}"
random759643,"{'Zr': 0.3333333333333333, 'Bi': 0.6666666666666666}"
random661010,"{'K': 0.5555555555555556, 'As': 0.4444444444444444}"
random2435279,"{'K': 0.08333333333333333, 'In': 0.75, 'Ni': 0.16666666666666666}"
random665361,"{'Al': 0.08333333333333333, 'Co': 0.6666666666666666, 'Ta': 0.25}"
random1705311,"{'Ti': 0.25, 'S': 0.75}"
random149316,"{'Si': 0.5, 'Rh': 0.5}"
random1329267,"{'Al': 0.7272727272727273, 'Mo': 0.2727272727272727}"
random626288,"{'Zr': 0.09523809523809523, 'Co': 0.5714285714285714, 'P': 0.3333333333333333}"
random1474805,"{'Rb': 0.5, 'Pb': 0.5}"
random1131330,"{'Cu': 0.8, 'Pd': 0.2}"
random2236971,"{'Zr': 0.8333333333333334, 'Sn': 0.16666666666666666}"
random1799142,"{'Sr': 0.25, 'In': 0.75}"
random2130252,"{'Ge': 0.25, 'Ru': 0.5, 'Zr': 0.25}"
random1602761,"{'Ga': 0.5, 'Tc': 0.5}"
random1310529,"{'Sr': 0.2, 'Zn': 0.4, 'Ge': 0.4}"
random167208,"{'Sb': 0.3333333333333333, 'Te': 0.3333333333333333, 'Os': 0.3333333333333333}"
random33328,"{'Sc': 0.5, 'Si': 0.5}"
random2132389,"{'Pb': 0.3333333333333333, 'Au': 0.6666666666666666}"
random1342574,"{'Y': 0.2, 'Cu': 0.4, 'Sn': 0.4}"
random645636,"{'Hf': 0.25, 'Pd': 0.5, 'Zn': 0.25}"
random2148480,"{'Hg': 0.5, 'In': 0.25, 'Sr': 0.25}"
random279926,"{'Ca': 0.5, 'Pb': 0.5}"
random1949365,"{'Rb': 0.6666666666666666, 'S': 0.3333333333333333}"
random768480,"{'Ca': 0.2, 'Cu': 0.4, 'Si': 0.4}"
random1074519,{'Si': 1.0}
random284246,"{'Al': 0.6666666666666666, 'Sc': 0.3333333333333333}"
random1121501,"{'Au': 0.5, 'Y': 0.5}"
random2019440,"{'Cr': 0.4, 'Se': 0.6}"
random1339626,"{'Fe': 0.8, 'V': 0.2}"
random2287807,"{'Co': 0.6666666666666666, 'Si': 0.3333333333333333}"
random1238745,"{'Cs': 0.1111111111111111, 'Zn': 0.8888888888888888}"
random1963131,"{'Si': 0.375, 'V': 0.625}"
random1691736,"{'Ga': 0.3333333333333333, 'Pt': 0.6666666666666666}"
random1114598,"{'Cu': 0.125, 'Sb': 0.25, 'Ti': 0.625}"
random1841743,"{'Ca': 0.25, 'Ge': 0.25, 'N': 0.5}"
random1900618,"{'Fe': 0.6666666666666666, 'Y': 0.16666666666666666, 'Zr': 0.16666666666666666}"
random280958,"{'Zr': 0.25, 'Cu': 0.75}"
random204058,"{'V': 0.3333333333333333, 'Ge': 0.6666666666666666}"
random1548303,"{'Na': 0.5555555555555556, 'As': 0.4444444444444444}"
random26428,"{'Co': 0.3333333333333333, 'Hf': 0.6666666666666666}"
random1336113,"{'Hg': 0.25, 'K': 0.75}"
random1863059,"{'Ca': 0.6, 'N': 0.4}"
random1963996,"{'V': 0.2857142857142857, 'Cr': 0.14285714285714285, 'S': 0.5714285714285714}"
random925289,"{'Zr': 0.3333333333333333, 'P': 0.6666666666666666}"
random2116865,"{'Nb': 0.26666666666666666, 'Fe': 0.26666666666666666, 'Si': 0.4666666666666667}"
random1373024,"{'Hf': 0.5, 'Si': 0.5}"
random469916,{'Hg': 1.0}
random1389657,"{'Ge': 0.2, 'Cl': 0.8}"
random360223,{'Ca': 1.0}
random452932,"{'Ti': 0.25, 'Al': 0.25, 'Fe': 0.5}"
random1885071,"{'Zr': 0.5, 'Rh': 0.5}"
random2069219,{'Fe': 1.0}
random506043,"{'Zr': 0.6, 'Si': 0.4}"
random1738987,"{'Ca': 0.5, 'Si': 0.5}"
random1790569,"{'Co': 0.5, 'Te': 0.5}"
random1543600,"{'Hf': 0.6, 'Ge': 0.4}"
random2432759,"{'Ag': 0.75, 'Ca': 0.25}"
random1333061,"{'Cd': 0.5, 'S': 0.5}"
random67695,"{'V': 0.5, 'Fe': 0.5}"
random2446953,"{'As': 0.5, 'Se': 0.5}"
random1823867,"{'As': 0.36363636363636365, 'Nb': 0.6363636363636364}"
random1270693,"{'Ni': 0.14285714285714285, 'Rh': 0.2857142857142857, 'Se': 0.5714285714285714}"
random927838,"{'Y': 0.25, 'Au': 0.75}"
random1571276,"{'Y': 0.25, 'Sn': 0.75}"
random2169309,"{'Y': 0.25, 'Cu': 0.25, 'Te': 0.5}"
random2127459,"{'Cu': 0.35714285714285715, 'Sn': 0.14285714285714285, 'Se': 0.5}"
random1416545,"{'Si': 0.375, 'Ta': 0.625}"
random962,"{'Zr': 0.5, 'Se': 0.5}"
random2036985,"{'N': 0.5, 'V': 0.5}"
random1935125,"{'Tc': 0.25, 'Ru': 0.75}"
random344888,"{'Ca': 0.3333333333333333, 'Ni': 0.6666666666666666}"
random1334868,"{'Ca': 0.2, 'Cl': 0.6, 'Cs': 0.2}"
random920204,"{'Ni': 0.3333333333333333, 'Sn': 0.3333333333333333, 'Zr': 0.3333333333333333}"
random1294131,"{'Ca': 0.25, 'P': 0.75}"
random651670,"{'Ti': 0.6666666666666666, 'Ag': 0.3333333333333333}"
random1660001,"{'Cd': 0.2222222222222222, 'Ga': 0.2222222222222222, 'Se': 0.5555555555555556}"
random1380946,"{'Ca': 0.6666666666666666, 'In': 0.3333333333333333}"
random247837,"{'Bi': 0.4444444444444444, 'K': 0.5555555555555556}"
random221108,"{'Na': 0.625, 'Ga': 0.125, 'Ge': 0.25}"
random581452,"{'Sr': 0.09090909090909091, 'In': 0.7272727272727273, 'Rh': 0.18181818181818182}"
random697370,"{'As': 0.5, 'Zr': 0.5}"
random699467,"{'Cu': 0.3333333333333333, 'Si': 0.16666666666666666, 'S': 0.5}"
random1693227,"{'Ti': 0.25, 'Rh': 0.75}"
random942125,"{'S': 0.5, 'Sn': 0.5}"
random2038556,"{'Cu': 0.5, 'Pd': 0.5}"
random2037451,"{'Ga': 0.25, 'Rh': 0.75}"
random922110,"{'W': 0.6666666666666666, 'Zr': 0.3333333333333333}"
random1604573,"{'Mo': 0.75, 'Pt': 0.25}"
random2113817,"{'Zr': 0.8333333333333334, 'Sn': 0.16666666666666666}"
random2436035,"{'Ca': 0.4444444444444444, 'Ru': 0.1111111111111111, 'N': 0.4444444444444444}"
random1132873,"{'Hf': 0.5, 'P': 0.5}"
random835390,"{'Co': 0.25, 'Pt': 0.75}"
random2030532,"{'Ti': 0.5, 'P': 0.5}"
random1305989,"{'Te': 0.6666666666666666, 'Ir': 0.3333333333333333}"
random1880013,"{'K': 0.25, 'Na': 0.5, 'Sb': 0.25}"
random109900,"{'Sr': 0.25, 'Tl': 0.75}"
random1487470,"{'Sn': 0.5, 'S': 0.5}"
random1466270,"{'Ta': 0.3684210526315789, 'S': 0.631578947368421}"
random1466102,"{'Zr': 0.6428571428571429, 'Fe': 0.07142857142857142, 'Mo': 0.2857142857142857}"
random2286620,"{'Al': 0.5, 'Co': 0.25, 'Mn': 0.25}"
random701854,"{'Sc': 0.75, 'P': 0.25}"
random2073907,"{'Nb': 0.3333333333333333, 'Co': 0.3333333333333333, 'Si': 0.3333333333333333}"
random771183,"{'Sc': 0.6666666666666666, 'Te': 0.2222222222222222, 'Pd': 0.1111111111111111}"
random2241467,"{'Ga': 0.25, 'Rh': 0.75}"
random345696,"{'Bi': 0.42857142857142855, 'Se': 0.5714285714285714}"
random1001071,"{'Fe': 0.3333333333333333, 'Te': 0.6666666666666666}"
random1725519,"{'Ca': 0.2, 'Al': 0.4, 'Ga': 0.4}"
random945428,"{'Co': 0.3333333333333333, 'Mo': 0.5, 'N': 0.16666666666666666}"
random1014477,"{'Sr': 0.25, 'Cd': 0.5, 'Pd': 0.25}"
random1418697,"{'Pd': 0.4166666666666667, 'Sn': 0.5833333333333334}"
random1213921,"{'Co': 0.5, 'Hf': 0.5}"
random567270,"{'N': 0.5, 'Sc': 0.375, 'Y': 0.125}"
random1349316,"{'Ga': 0.7142857142857143, 'V': 0.2857142857142857}"
random1559996,"{'Co': 0.3333333333333333, 'P': 0.3333333333333333, 'Ta': 0.3333333333333333}"
random1489934,"{'Ca': 0.14285714285714285, 'Ti': 0.2857142857142857, 'S': 0.5714285714285714}"
random2129414,{'Hg': 1.0}
random2047725,"{'Pb': 0.5, 'S': 0.5}"
random926082,"{'Y': 0.25, 'Cd': 0.75}"
random1416765,"{'Hf': 0.6666666666666666, 'P': 0.3333333333333333}"
random2247761,"{'Fe': 0.625, 'Si': 0.375}"
random2000481,"{'Al': 0.5, 'Ni': 0.5}"
random1491850,"{'Ca': 0.3333333333333333, 'P': 0.3333333333333333, 'Pt': 0.3333333333333333}"
random1428073,"{'Os': 0.5, 'Ru': 0.5}"
random619194,"{'Al': 0.2857142857142857, 'Zn': 0.14285714285714285, 'Se': 0.5714285714285714}"
random1482994,{'Si': 1.0}
random2473415,"{'Co': 0.5, 'V': 0.25, 'Zn': 0.25}"
random1246911,"{'Te': 0.5161290322580645, 'Rh': 0.4838709677419355}"
random1736597,"{'As': 0.25, 'Ti': 0.75}"
random850097,"{'P': 0.36363636363636365, 'Zr': 0.6363636363636364}"
random2211282,{'Si': 1.0}
random656207,"{'Ag': 0.6666666666666666, 'Te': 0.3333333333333333}"
random1047446,"{'Sn': 0.25, 'Rh': 0.75}"
random2167974,"{'Nb': 0.3333333333333333, 'S': 0.6666666666666666}"
random2089060,"{'Cu': 0.6, 'Te': 0.4}"
random593468,"{'Sn': 0.3333333333333333, 'S': 0.6666666666666666}"
random63492,"{'Ti': 0.75, 'As': 0.25}"
random1227233,"{'Al': 0.3333333333333333, 'Mo': 0.3333333333333333, 'Zr': 0.3333333333333333}"
random890915,"{'Zr': 0.75, 'Ge': 0.25}"
random1099629,"{'Fe': 0.25, 'Sb': 0.25, 'Rh': 0.5}"
random2114561,{'Cs': 1.0}
random2270761,"{'Sn': 0.2, 'P': 0.2, 'Se': 0.6}"
random672450,"{'Ga': 0.6428571428571429, 'Ir': 0.21428571428571427, 'Y': 0.14285714285714285}"
random902031,{'In': 1.0}
random1102510,"{'K': 0.4, 'S': 0.6}"
random222466,"{'Hg': 0.75, 'K': 0.25}"
random1516606,"{'Ti': 0.6153846153846154, 'N': 0.38461538461538464}"
random1539095,"{'Cs': 0.21428571428571427, 'Sb': 0.14285714285714285, 'Cl': 0.6428571428571429}"
random1707125,"{'Hf': 0.6, 'P': 0.4}"
random377880,"{'Pd': 0.25, 'Sr': 0.25, 'Tl': 0.5}"
random2425830,"{'Si': 0.5, 'Tc': 0.5}"
random1417702,"{'Au': 0.5, 'Cu': 0.375, 'Pd': 0.125}"
random685281,"{'Ag': 0.6666666666666666, 'Se': 0.3333333333333333}"
random1962524,"{'Ti': 0.5555555555555556, 'Si': 0.3333333333333333, 'C': 0.1111111111111111}"
random1154641,"{'Au': 0.4444444444444444, 'Ca': 0.5555555555555556}"
random362660,"{'Co': 0.42857142857142855, 'Sn': 0.2857142857142857, 'Ti': 0.2857142857142857}"
random1524542,"{'K': 0.3333333333333333, 'Te': 0.16666666666666666, 'Se': 0.5}"
random1236058,"{'Co': 0.2, 'P': 0.2, 'S': 0.6}"
random1211010,"{'P': 0.4444444444444444, 'S': 0.5555555555555556}"
random1229289,"{'Tc': 0.4, 'As': 0.6}"
random2190304,"{'Mo': 0.14285714285714285, 'N': 0.42857142857142855, 'Na': 0.42857142857142855}"
random2274548,"{'Hg': 0.25, 'Sc': 0.5, 'Zn': 0.25}"
random2368340,"{'In': 0.6, 'Rb': 0.4}"
random657936,"{'Ru': 0.5, 'Ti': 0.5}"
random1435794,"{'Hf': 0.2222222222222222, 'Ni': 0.7777777777777778}"
random1201587,{'Rb': 1.0}
random1752805,"{'As': 0.4, 'Se': 0.6}"
random1933832,"{'S': 0.5, 'Sr': 0.5}"
random1684262,"{'K': 0.5, 'Te': 0.5}"
random353211,"{'Ru': 0.25, 'Tc': 0.25, 'V': 0.5}"
random642204,"{'Ca': 0.6, 'N': 0.4}"
random1300482,"{'Ir': 0.5, 'Mo': 0.5}"
random648535,"{'Rb': 0.125, 'Zn': 0.5, 'P': 0.375}"
random470404,"{'Ti': 0.75, 'Hg': 0.25}"
random2497191,{'Cs': 1.0}
random558789,"{'S': 0.6666666666666666, 'W': 0.3333333333333333}"
random1620350,"{'K': 0.2, 'Ag': 0.2, 'Cl': 0.6}"
random1971765,"{'Ca': 0.75, 'Pb': 0.25}"
random540655,"{'Zn': 0.2, 'P': 0.8}"
random1441069,"{'Ag': 0.75, 'Au': 0.25}"
random1663771,"{'Tl': 0.2, 'Co': 0.2, 'Cl': 0.6}"
random2249776,"{'Na': 0.4, 'Zn': 0.2, 'Se': 0.4}"
random2480032,"{'K': 0.75, 'As': 0.25}"
random576203,{'Na': 1.0}
random1820101,{'Pt': 1.0}
random1832942,"{'Rb': 0.5, 'Sb': 0.5}"
random2218816,"{'Ag': 0.25, 'Cr': 0.25, 'Se': 0.5}"
random531804,"{'Hf': 0.6363636363636364, 'As': 0.36363636363636365}"
random2068395,"{'Co': 0.25, 'Tc': 0.25, 'Zr': 0.5}"
random105836,"{'Al': 0.3333333333333333, 'Ge': 0.3333333333333333, 'Mo': 0.3333333333333333}"
random1609799,{'Hf': 1.0}
random2391772,"{'Si': 0.3333333333333333, 'Rh': 0.6666666666666666}"
random541888,"{'K': 0.3333333333333333, 'Ca': 0.3333333333333333, 'Bi': 0.3333333333333333}"
random364491,"{'K': 0.5555555555555556, 'Sb': 0.4444444444444444}"
random628140,"{'Rh': 0.625, 'Zr': 0.375}"
random2247363,"{'Y': 0.6666666666666666, 'Au': 0.3333333333333333}"
random443113,"{'Au': 0.16666666666666666, 'In': 0.3333333333333333, 'Na': 0.5}"
random673436,"{'Ta': 0.3333333333333333, 'P': 0.3333333333333333, 'Ru': 0.3333333333333333}"
random773645,"{'Hf': 0.3333333333333333, 'V': 0.3333333333333333, 'Ge': 0.3333333333333333}"
random2470903,"{'Sc': 0.3333333333333333, 'Mn': 0.6666666666666666}"
random1354176,"{'Na': 0.75, 'Pt': 0.25}"
random757991,"{'Sc': 0.25, 'In': 0.75}"
random2198945,"{'Fe': 0.3333333333333333, 'Hf': 0.3333333333333333, 'Si': 0.3333333333333333}"
random826331,{'Cd': 1.0}
random150498,"{'In': 0.25, 'Ag': 0.75}"
random1005346,"{'Sc': 0.3333333333333333, 'Ge': 0.6666666666666666}"
random1981352,"{'K': 0.25, 'Mn': 0.25, 'Se': 0.5}"
random755573,"{'Ge': 0.5, 'Ir': 0.5}"
random827140,"{'Mn': 0.25, 'Ni': 0.25, 'Te': 0.5}"
random1816488,"{'N': 0.5, 'Sc': 0.5}"
random202441,"{'Na': 0.5, 'Hg': 0.5}"
random475901,"{'Y': 0.3333333333333333, 'Ge': 0.3333333333333333, 'Pd': 0.3333333333333333}"
random1490385,"{'Zr': 0.6, 'As': 0.4}"
random2303673,"{'Au': 0.3333333333333333, 'Tl': 0.6666666666666666}"
random1546872,"{'Sr': 0.21428571428571427, 'In': 0.7857142857142857}"
random1521504,"{'Ti': 0.5, 'As': 0.5}"
random1259906,"{'Ga': 0.5, 'Ru': 0.5}"
random789297,"{'S': 0.875, 'N': 0.125}"
random1505141,"{'K': 0.2, 'P': 0.4, 'Ir': 0.4}"
random1296524,{'Rh': 1.0}
random1976549,"{'Ag': 0.5, 'Cl': 0.5}"
random996844,{'Sc': 1.0}
random1681787,"{'Pd': 0.5, 'Y': 0.5}"
random693747,"{'Mo': 0.5, 'Si': 0.375, 'V': 0.125}"
random832376,"{'Cs': 0.5, 'Sb': 0.5}"
random1979337,"{'Cl': 0.5, 'In': 0.5}"
random1199985,"{'Cd': 0.25, 'Pt': 0.75}"
random2058712,"{'Nb': 0.6, 'Si': 0.4}"
random2423294,"{'Au': 0.3333333333333333, 'K': 0.3333333333333333, 'S': 0.3333333333333333}"
random1403706,"{'Rb': 0.3333333333333333, 'Zr': 0.16666666666666666, 'Te': 0.5}"
random2127219,"{'Zn': 0.3333333333333333, 'S': 0.6666666666666666}"
random1175209,{'Sn': 1.0}
random1352381,"{'In': 0.6, 'Rb': 0.4}"
random2088524,"{'Al': 0.25, 'Rh': 0.5, 'Sc': 0.25}"
random1167164,"{'V': 0.75, 'Co': 0.125, 'Rh': 0.125}"
random1715256,"{'Hf': 0.75, 'Sn': 0.25}"
random1340379,"{'Na': 0.625, 'Ga': 0.125, 'Ge': 0.25}"
random354650,"{'Ca': 0.48148148148148145, 'Al': 0.5185185185185185}"
random1634095,"{'Pt': 0.1111111111111111, 'S': 0.2222222222222222, 'Cl': 0.6666666666666666}"
random738740,"{'Nb': 0.25, 'Zn': 0.75}"
random1221438,"{'V': 0.5, 'Tc': 0.5}"
random740668,"{'Ti': 0.8125, 'Sb': 0.1875}"
random621557,"{'Ga': 0.7222222222222222, 'Nb': 0.2777777777777778}"
random1262082,"{'Tc': 0.75, 'Os': 0.25}"
random1752277,"{'Ti': 0.75, 'Au': 0.25}"
random2311994,"{'Al': 0.6666666666666666, 'Pt': 0.3333333333333333}"
random1204569,"{'Zr': 0.6666666666666666, 'Zn': 0.3333333333333333}"
random937939,{'Sn': 1.0}
random563074,"{'Mn': 0.5, 'Pd': 0.5}"
random1621031,{'Ga': 1.0}
random2413914,"{'Zn': 0.4444444444444444, 'Sn': 0.1111111111111111, 'N': 0.4444444444444444}"
random1140480,"{'Sc': 0.2857142857142857, 'Si': 0.2857142857142857, 'Pt': 0.42857142857142855}"
random1908611,"{'Ti': 0.5, 'Si': 0.5}"
random281136,"{'In': 0.14285714285714285, 'P': 0.14285714285714285, 'Pd': 0.7142857142857143}"
random2377117,"{'Y': 0.3333333333333333, 'Tc': 0.6666666666666666}"
random1918882,"{'Ga': 0.8181818181818182, 'Rh': 0.18181818181818182}"
random72743,"{'V': 0.75, 'Ga': 0.25}"
random1752909,"{'In': 0.5, 'P': 0.5}"
random945995,"{'Cs': 0.2, 'Ta': 0.2, 'Se': 0.6}"
random1847092,"{'Ir': 0.5, 'W': 0.5}"
random2318223,"{'Rh': 0.25, 'Zn': 0.75}"
random91246,"{'Te': 0.6666666666666666, 'Au': 0.3333333333333333}"
random2340954,"{'Ag': 0.6666666666666666, 'S': 0.3333333333333333}"
random1040294,"{'Ag': 0.75, 'Au': 0.25}"
random2424549,"{'Ca': 0.625, 'Sb': 0.375}"
random402376,"{'Hf': 0.625, 'Ir': 0.375}"
random1986294,"{'Ag': 0.75, 'Sc': 0.25}"
random1260180,"{'V': 0.5, 'Pt': 0.5}"
random1707462,"{'Ti': 0.75, 'Hg': 0.25}"
random2361147,"{'Hg': 0.5, 'Te': 0.5}"
random2026896,"{'Cl': 0.8, 'Ti': 0.2}"
random1737267,"{'K': 0.09090909090909091, 'In': 0.5454545454545454, 'Au': 0.36363636363636365}"
random1430688,"{'Pd': 0.6363636363636364, 'Se': 0.36363636363636365}"
random71886,{'Sb': 1.0}
random2217040,{'Ti': 1.0}
random1477803,"{'K': 0.4, 'P': 0.4, 'Pd': 0.2}"
random2162475,"{'Rh': 0.25, 'V': 0.75}"
random491788,"{'Sr': 0.2727272727272727, 'Sn': 0.36363636363636365, 'Ir': 0.36363636363636365}"
random841679,"{'Ca': 0.75, 'Cd': 0.25}"
random748265,"{'Y': 0.75, 'Ru': 0.25}"
random2495288,"{'Ca': 0.25, 'Hg': 0.75}"
random923610,"{'Mn': 0.25, 'Sb': 0.25, 'Rh': 0.5}"
random1207339,"{'Ag': 0.2, 'Cl': 0.6, 'Cs': 0.2}"
random761362,"{'Zr': 0.25, 'Rh': 0.75}"
random1698849,"{'Ta': 0.3125, 'Nb': 0.3125, 'Si': 0.375}"
random554219,"{'Zr': 0.5, 'S': 0.5}"
random809810,"{'Sc': 0.625, 'Sn': 0.375}"
random2004843,"{'Pb': 0.5, 'S': 0.5}"
random2163169,"{'P': 0.5, 'Se': 0.5}"
random1695540,"{'Sr': 0.5, 'In': 0.5}"
random172959,"{'Hf': 0.16666666666666666, 'Pd': 0.8333333333333334}"
random2348500,"{'Ni': 0.3333333333333333, 'S': 0.6666666666666666}"
random717655,"{'Hg': 0.7857142857142857, 'K': 0.21428571428571427}"
random1756264,"{'K': 0.1111111111111111, 'Pt': 0.4444444444444444, 'Si': 0.4444444444444444}"
random28480,"{'Si': 0.25, 'Ni': 0.75}"
random53265,"{'In': 0.8, 'Sr': 0.2}"
random1627164,"{'Zr': 0.3333333333333333, 'Cu': 0.6666666666666666}"
random524542,"{'Al': 0.5, 'Cu': 0.5}"
random1330224,"{'Cd': 0.25, 'Hg': 0.25, 'Se': 0.5}"
random333736,{'Hg': 1.0}
random2153823,"{'Cs': 0.14285714285714285, 'Cr': 0.2857142857142857, 'S': 0.5714285714285714}"
random1871954,"{'Se': 0.4444444444444444, 'Ti': 0.5555555555555556}"
random569833,"{'Cs': 0.25, 'S': 0.75}"
random1524799,"{'Cs': 0.1111111111111111, 'Cu': 0.5555555555555556, 'S': 0.3333333333333333}"
