system_id,composition
random1832106,"{'Rb': 24, 'H': 1}"
random1143732,"{'Sr': 24, 'P': 48, 'H': 1}"
random517376,"{'Rh': 48, 'V': 48, 'H': 1}"
random107369,"{'S': 36, 'Ta': 18, 'H': 1}"
random1803523,"{'Sc': 64, 'Sb': 32, 'H': 1}"
random2414669,"{'Na': 24, 'Cd': 72, 'H': 1}"
random1036533,"{'Ca': 48, 'Bi': 24, 'H': 1}"
random51241,"{'Pb': 12, 'Se': 24, 'H': 1}"
random799806,"{'Nb': 24, 'N': 24, 'H': 1}"
random1742167,"{'Au': 12, 'Pd': 12, 'Sr': 24, 'H': 1}"
random1631284,"{'Au': 48, 'Ca': 16, 'H': 1}"
random627095,"{'Ti': 36, 'Se': 36, 'H': 1}"
random2443224,"{'Ca': 20, 'Tl': 20, 'H': 1}"
random2403371,"{'Zr': 40, 'Fe': 10, 'Co': 10, 'H': 1}"
random1047729,"{'Ag': 84, 'Te': 42, 'H': 1}"
random1323888,"{'In': 44, 'S': 64, 'H': 1}"
random1037291,"{'Co': 84, 'Hf': 24, 'H': 1}"
random861511,"{'Sb': 32, 'Ru': 16, 'H': 1}"
random1891474,"{'Ti': 24, 'Ir': 24, 'H': 1}"
random609255,"{'Ag': 32, 'Al': 16, 'Sc': 16, 'H': 1}"
random169674,"{'Pb': 8, 'Se': 16, 'Sn': 8, 'H': 1}"
random1686808,"{'Re': 48, 'Tc': 16, 'H': 1}"
random1191676,"{'Ti': 32, 'Co': 8, 'Bi': 16, 'H': 1}"
random388038,"{'Ti': 24, 'Re': 24, 'H': 1}"
random681254,"{'Cr': 12, 'Fe': 36, 'As': 48, 'H': 1}"
random1332623,"{'Al': 64, 'Sr': 32, 'H': 1}"
random1233534,"{'Ir': 16, 'Pd': 16, 'Sc': 32, 'H': 1}"
random447136,"{'Ca': 48, 'Tl': 80, 'H': 1}"
random1465544,"{'Ge': 32, 'Mn': 32, 'Y': 16, 'H': 1}"
random2044353,"{'Na': 16, 'Nb': 16, 'S': 96, 'H': 1}"
random1882532,"{'Fe': 48, 'Ta': 12, 'W': 12, 'H': 1}"
random2009834,"{'Sr': 12, 'Ag': 24, 'Sn': 24, 'H': 1}"
random689530,"{'Sc': 32, 'Al': 64, 'Ni': 32, 'H': 1}"
random574612,"{'Sc': 36, 'Si': 36, 'Pt': 12, 'H': 1}"
random955618,"{'Ag': 32, 'Te': 16, 'H': 1}"
random1961589,"{'Ta': 48, 'Ni': 24, 'H': 1}"
random239878,"{'Y': 8, 'Au': 24, 'H': 1}"
random1740490,"{'Nb': 24, 'Re': 24, 'H': 1}"
random1891396,"{'Bi': 32, 'Pd': 32, 'H': 1}"
random1142899,"{'Sc': 24, 'Ni': 24, 'H': 1}"
random2245106,"{'Ge': 12, 'N': 12, 'Se': 6, 'H': 1}"
random809111,"{'Se': 12, 'Sn': 12, 'H': 1}"
random1060295,"{'Y': 12, 'Si': 24, 'Ir': 24, 'H': 1}"
random2441093,"{'Cu': 28, 'Si': 8, 'H': 1}"
random1384276,"{'Bi': 80, 'Rb': 40, 'H': 1}"
random290780,"{'Ga': 16, 'V': 48, 'H': 1}"
random2351383,"{'Al': 16, 'Pt': 48, 'H': 1}"
random2480347,"{'Ga': 36, 'H': 1}"
random768070,"{'Cr': 27, 'Ni': 9, 'P': 36, 'H': 1}"
random744113,"{'Al': 16, 'Mn': 16, 'Ni': 32, 'H': 1}"
random914249,"{'Y': 16, 'As': 16, 'Pt': 16, 'H': 1}"
random2353311,"{'Al': 20, 'Ir': 40, 'Zn': 20, 'H': 1}"
random657390,"{'Ti': 36, 'Tc': 36, 'H': 1}"
random491019,"{'Hf': 18, 'In': 18, 'Pt': 36, 'H': 1}"
random1807616,"{'Cu': 18, 'Cl': 18, 'H': 1}"
random2157227,"{'Os': 40, 'Si': 20, 'V': 20, 'H': 1}"
random605366,"{'Hf': 48, 'Pd': 48, 'H': 1}"
random568907,"{'Ni': 96, 'P': 32, 'H': 1}"
random1102974,"{'P': 24, 'Au': 24, 'S': 24, 'H': 1}"
random2006229,"{'Zr': 36, 'Cl': 36, 'H': 1}"
random1816880,"{'Ni': 8, 'S': 48, 'V': 24, 'H': 1}"
random2422377,"{'Al': 48, 'S': 72, 'H': 1}"
random672174,"{'Ta': 80, 'Si': 48, 'H': 1}"
random1883939,"{'Ca': 12, 'Cl': 24, 'H': 1}"
random2122142,"{'Ni': 24, 'Pd': 24, 'H': 1}"
random1877450,"{'Ge': 72, 'Mo': 36, 'H': 1}"
random1033047,"{'Ag': 12, 'P': 4, 'Se': 16, 'H': 1}"
random2363311,"{'Te': 64, 'V': 40, 'H': 1}"
random1702403,"{'Ni': 16, 'S': 32, 'H': 1}"
random1347756,"{'Y': 24, 'Al': 24, 'H': 1}"
random542264,"{'Hf': 16, 'Ru': 32, 'Sn': 16, 'H': 1}"
random759643,"{'Zr': 24, 'Bi': 48, 'H': 1}"
random661010,"{'K': 40, 'As': 32, 'H': 1}"
random2435279,"{'K': 4, 'In': 36, 'Ni': 8, 'H': 1}"
random665361,"{'Al': 6, 'Co': 48, 'Ta': 18, 'H': 1}"
random1705311,"{'Ti': 12, 'S': 36, 'H': 1}"
random149316,"{'Si': 32, 'Rh': 32, 'H': 1}"
random1329267,"{'Al': 48, 'Mo': 18, 'H': 1}"
random626288,"{'Zr': 10, 'Co': 60, 'P': 35, 'H': 1}"
random1474805,"{'Rb': 64, 'Pb': 64, 'H': 1}"
random1131330,"{'Cu': 64, 'Pd': 16, 'H': 1}"
random2236971,"{'Zr': 30, 'Sn': 6, 'H': 1}"
random1799142,"{'Sr': 12, 'In': 36, 'H': 1}"
random2130252,"{'Ge': 16, 'Ru': 32, 'Zr': 16, 'H': 1}"
random1602761,"{'Ga': 18, 'Tc': 18, 'H': 1}"
random1310529,"{'Sr': 16, 'Zn': 32, 'Ge': 32, 'H': 1}"
random167208,"{'Sb': 24, 'Te': 24, 'Os': 24, 'H': 1}"
random33328,"{'Sc': 24, 'Si': 24, 'H': 1}"
random2132389,"{'Pb': 24, 'Au': 48, 'H': 1}"
random1342574,"{'Y': 16, 'Cu': 32, 'Sn': 32, 'H': 1}"
random645636,"{'Hf': 16, 'Pd': 32, 'Zn': 16, 'H': 1}"
random2148480,"{'Hg': 40, 'In': 20, 'Sr': 20, 'H': 1}"
random279926,"{'Ca': 24, 'Pb': 24, 'H': 1}"
random1949365,"{'Rb': 32, 'S': 16, 'H': 1}"
random768480,"{'Ca': 32, 'Cu': 64, 'Si': 64, 'H': 1}"
random1074519,"{'Si': 40, 'H': 1}"
random284246,"{'Al': 80, 'Sc': 40, 'H': 1}"
random1121501,"{'Au': 24, 'Y': 24, 'H': 1}"
random2019440,"{'Cr': 32, 'Se': 48, 'H': 1}"
random1339626,"{'Fe': 64, 'V': 16, 'H': 1}"
random2287807,"{'Co': 48, 'Si': 24, 'H': 1}"
random1238745,"{'Cs': 6, 'Zn': 48, 'H': 1}"
random1963131,"{'Si': 48, 'V': 80, 'H': 1}"
random1691736,"{'Ga': 48, 'Pt': 96, 'H': 1}"
random1114598,"{'Cu': 12, 'Sb': 24, 'Ti': 60, 'H': 1}"
random1841743,"{'Ca': 32, 'Ge': 32, 'N': 64, 'H': 1}"
random1900618,"{'Fe': 80, 'Y': 20, 'Zr': 20, 'H': 1}"
random280958,"{'Zr': 16, 'Cu': 48, 'H': 1}"
random204058,"{'V': 12, 'Ge': 24, 'H': 1}"
random1548303,"{'Na': 50, 'As': 40, 'H': 1}"
random26428,"{'Co': 16, 'Hf': 32, 'H': 1}"
random1336113,"{'Hg': 20, 'K': 60, 'H': 1}"
random1863059,"{'Ca': 54, 'N': 36, 'H': 1}"
random1963996,"{'V': 24, 'Cr': 12, 'S': 48, 'H': 1}"
random925289,"{'Zr': 24, 'P': 48, 'H': 1}"
random2116865,"{'Nb': 32, 'Fe': 32, 'Si': 56, 'H': 1}"
random1373024,"{'Hf': 48, 'Si': 48, 'H': 1}"
random469916,"{'Hg': 16, 'H': 1}"
random1389657,"{'Ge': 8, 'Cl': 32, 'H': 1}"
random360223,"{'Ca': 36, 'H': 73}"
random452932,"{'Ti': 16, 'Al': 16, 'Fe': 32, 'H': 1}"
random1885071,"{'Zr': 16, 'Rh': 16, 'H': 1}"
random2069219,"{'Fe': 72, 'H': 1}"
random506043,"{'Zr': 36, 'Si': 24, 'H': 1}"
random1738987,"{'Ca': 24, 'Si': 24, 'H': 1}"
random1790569,"{'Co': 32, 'Te': 32, 'H': 1}"
random1543600,"{'Hf': 36, 'Ge': 24, 'H': 1}"
random2432759,"{'Ag': 24, 'Ca': 8, 'H': 1}"
random1333061,"{'Cd': 16, 'S': 16, 'H': 1}"
random67695,"{'V': 24, 'Fe': 24, 'H': 1}"
random2446953,"{'As': 32, 'Se': 32, 'H': 1}"
random1823867,"{'As': 24, 'Nb': 42, 'H': 1}"
random1270693,"{'Ni': 12, 'Rh': 24, 'Se': 48, 'H': 1}"
random927838,"{'Y': 8, 'Au': 24, 'H': 1}"
random1571276,"{'Y': 8, 'Sn': 24, 'H': 1}"
random2169309,"{'Y': 8, 'Cu': 8, 'Te': 16, 'H': 1}"
random2127459,"{'Cu': 30, 'Sn': 12, 'Se': 42, 'H': 1}"
random1416545,"{'Si': 48, 'Ta': 80, 'H': 1}"
random962,"{'Zr': 20, 'Se': 20, 'H': 1}"
random2036985,"{'N': 27, 'V': 27, 'H': 1}"
random1935125,"{'Tc': 16, 'Ru': 48, 'H': 1}"
random344888,"{'Ca': 16, 'Ni': 32, 'H': 1}"
random1334868,"{'Ca': 16, 'Cl': 48, 'Cs': 16, 'H': 1}"
random920204,"{'Ni': 20, 'Sn': 20, 'Zr': 20, 'H': 1}"
random1294131,"{'Ca': 16, 'P': 48, 'H': 1}"
random651670,"{'Ti': 36, 'Ag': 18, 'H': 1}"
random1660001,"{'Cd': 12, 'Ga': 12, 'Se': 30, 'H': 1}"
random1380946,"{'Ca': 32, 'In': 16, 'H': 1}"
random247837,"{'Bi': 16, 'K': 20, 'H': 1}"
random221108,"{'Na': 40, 'Ga': 8, 'Ge': 16, 'H': 1}"
random581452,"{'Sr': 16, 'In': 128, 'Rh': 32, 'H': 1}"
random697370,"{'As': 30, 'Zr': 30, 'H': 1}"
random699467,"{'Cu': 32, 'Si': 16, 'S': 48, 'H': 1}"
random1693227,"{'Ti': 24, 'Rh': 72, 'H': 1}"
random942125,"{'S': 18, 'Sn': 18, 'H': 1}"
random2038556,"{'Cu': 24, 'Pd': 24, 'H': 1}"
random2037451,"{'Ga': 18, 'Rh': 54, 'H': 1}"
random922110,"{'W': 32, 'Zr': 16, 'H': 1}"
random1604573,"{'Mo': 48, 'Pt': 16, 'H': 1}"
random2113817,"{'Zr': 40, 'Sn': 8, 'H': 1}"
random2436035,"{'Ca': 32, 'Ru': 8, 'N': 32, 'H': 1}"
random1132873,"{'Hf': 24, 'P': 24, 'H': 1}"
random835390,"{'Co': 18, 'Pt': 54, 'H': 1}"
random2030532,"{'Ti': 72, 'P': 72, 'H': 1}"
random1305989,"{'Te': 48, 'Ir': 24, 'H': 1}"
random1880013,"{'K': 12, 'Na': 24, 'Sb': 12, 'H': 1}"
random109900,"{'Sr': 12, 'Tl': 36, 'H': 1}"
random1487470,"{'Sn': 16, 'S': 16, 'H': 1}"
random1466270,"{'Ta': 28, 'S': 48, 'H': 1}"
random1466102,"{'Zr': 54, 'Fe': 6, 'Mo': 24, 'H': 1}"
random2286620,"{'Al': 48, 'Co': 24, 'Mn': 24, 'H': 1}"
random701854,"{'Sc': 36, 'P': 12, 'H': 1}"
random2073907,"{'Nb': 48, 'Co': 48, 'Si': 48, 'H': 1}"
random771183,"{'Sc': 72, 'Te': 24, 'Pd': 12, 'H': 1}"
random2241467,"{'Ga': 18, 'Rh': 54, 'H': 1}"
random345696,"{'Bi': 24, 'Se': 32, 'H': 1}"
random1001071,"{'Fe': 12, 'Te': 24, 'H': 1}"
random1725519,"{'Ca': 12, 'Al': 24, 'Ga': 24, 'H': 1}"
random945428,"{'Co': 32, 'Mo': 48, 'N': 16, 'H': 1}"
random1014477,"{'Sr': 16, 'Cd': 32, 'Pd': 16, 'H': 1}"
random1418697,"{'Pd': 40, 'Sn': 56, 'H': 1}"
random1213921,"{'Co': 32, 'Hf': 32, 'H': 1}"
random567270,"{'N': 48, 'Sc': 36, 'Y': 12, 'H': 1}"
random1349316,"{'Ga': 40, 'V': 16, 'H': 1}"
random1559996,"{'Co': 24, 'P': 24, 'Ta': 24, 'H': 1}"
random1489934,"{'Ca': 6, 'Ti': 12, 'S': 24, 'H': 1}"
random2129414,"{'Hg': 24, 'H': 1}"
random2047725,"{'Pb': 16, 'S': 16, 'H': 1}"
random926082,"{'Y': 8, 'Cd': 24, 'H': 1}"
random1416765,"{'Hf': 72, 'P': 36, 'H': 1}"
random2247761,"{'Fe': 30, 'Si': 18, 'H': 1}"
random2000481,"{'Al': 24, 'Ni': 24, 'H': 1}"
random1491850,"{'Ca': 16, 'P': 16, 'Pt': 16, 'H': 1}"
random1428073,"{'Os': 36, 'Ru': 36, 'H': 1}"
random619194,"{'Al': 8, 'Zn': 4, 'Se': 16, 'H': 1}"
random1482994,"{'Si': 72, 'H': 1}"
random2473415,"{'Co': 24, 'V': 12, 'Zn': 12, 'H': 1}"
random1246911,"{'Te': 48, 'Rh': 45, 'H': 1}"
random1736597,"{'As': 24, 'Ti': 72, 'H': 1}"
random850097,"{'P': 16, 'Zr': 28, 'H': 1}"
random2211282,"{'Si': 72, 'H': 1}"
random656207,"{'Ag': 84, 'Te': 42, 'H': 1}"
random1047446,"{'Sn': 16, 'Rh': 48, 'H': 1}"
random2167974,"{'Nb': 36, 'H': 28, 'S': 72}"
random2089060,"{'Cu': 48, 'Te': 32, 'H': 1}"
random593468,"{'Sn': 24, 'S': 48, 'H': 1}"
random63492,"{'Ti': 48, 'As': 16, 'H': 1}"
random1227233,"{'Al': 24, 'Mo': 24, 'Zr': 24, 'H': 1}"
random890915,"{'Zr': 72, 'Ge': 24, 'H': 1}"
random1099629,"{'Fe': 24, 'Sb': 24, 'Rh': 48, 'H': 1}"
random2114561,"{'Cs': 8, 'H': 1}"
random2270761,"{'Sn': 8, 'P': 8, 'Se': 24, 'H': 1}"
random672450,"{'Ga': 36, 'Ir': 12, 'Y': 8, 'H': 1}"
random902031,"{'In': 48, 'H': 1}"
random1102510,"{'K': 32, 'S': 48, 'H': 1}"
random222466,"{'Hg': 18, 'K': 6, 'H': 1}"
random1516606,"{'Ti': 128, 'N': 80, 'H': 1}"
random1539095,"{'Cs': 12, 'Sb': 8, 'Cl': 36, 'H': 1}"
random1707125,"{'Hf': 36, 'P': 24, 'H': 1}"
random377880,"{'Pd': 8, 'Sr': 8, 'Tl': 16, 'H': 1}"
random2425830,"{'Si': 48, 'Tc': 48, 'H': 1}"
random1417702,"{'Au': 48, 'Cu': 36, 'Pd': 12, 'H': 1}"
random685281,"{'Ag': 64, 'Se': 32, 'H': 1}"
random1962524,"{'Ti': 80, 'Si': 48, 'C': 16, 'H': 1}"
random1154641,"{'Au': 24, 'Ca': 30, 'H': 1}"
random362660,"{'Co': 36, 'Sn': 24, 'Ti': 24, 'H': 1}"
random1524542,"{'K': 32, 'Te': 16, 'Se': 48, 'H': 1}"
random1236058,"{'Co': 32, 'P': 32, 'S': 96, 'H': 1}"
random1211010,"{'P': 32, 'S': 40, 'H': 1}"
random1229289,"{'Tc': 32, 'As': 48, 'H': 1}"
random2190304,"{'Mo': 20, 'N': 60, 'Na': 60, 'H': 1}"
random2274548,"{'Hg': 16, 'Sc': 32, 'Zn': 16, 'H': 1}"
random2368340,"{'In': 18, 'Rb': 12, 'H': 1}"
random657936,"{'Ru': 32, 'Ti': 32, 'H': 1}"
random1435794,"{'Hf': 12, 'Ni': 42, 'H': 1}"
random1201587,"{'Rb': 8, 'H': 1}"
random1752805,"{'As': 16, 'Se': 24, 'H': 1}"
random1933832,"{'S': 12, 'Sr': 12, 'H': 1}"
random1684262,"{'K': 24, 'Te': 24, 'H': 1}"
random353211,"{'Ru': 16, 'Tc': 16, 'V': 32, 'H': 1}"
random642204,"{'Ca': 18, 'N': 12, 'H': 1}"
random1300482,"{'Ir': 48, 'Mo': 48, 'H': 1}"
random648535,"{'Rb': 4, 'Zn': 16, 'P': 12, 'H': 1}"
random470404,"{'Ti': 36, 'Hg': 12, 'H': 1}"
random2497191,"{'Cs': 8, 'H': 1}"
random558789,"{'S': 54, 'W': 27, 'H': 1}"
random1620350,"{'K': 10, 'Ag': 10, 'Cl': 30, 'H': 1}"
random1971765,"{'Ca': 30, 'Pb': 10, 'H': 1}"
random540655,"{'Zn': 16, 'P': 64, 'H': 1}"
random1441069,"{'Ag': 36, 'Au': 12, 'H': 1}"
random1663771,"{'Tl': 6, 'Co': 6, 'Cl': 18, 'H': 1}"
random2249776,"{'Na': 64, 'Zn': 32, 'Se': 64, 'H': 1}"
random2480032,"{'K': 30, 'As': 10, 'H': 1}"
random576203,"{'Na': 32, 'H': 1}"
random1820101,"{'Pt': 54, 'H': 1}"
random1832942,"{'Rb': 32, 'Sb': 32, 'H': 1}"
random2218816,"{'Ag': 16, 'Cr': 16, 'Se': 32, 'H': 1}"
random531804,"{'Hf': 84, 'As': 48, 'H': 1}"
random2068395,"{'Co': 16, 'Tc': 16, 'Zr': 32, 'H': 1}"
random105836,"{'Al': 36, 'Ge': 36, 'Mo': 36, 'H': 1}"
random1609799,"{'Hf': 48, 'H': 1}"
random2391772,"{'Si': 24, 'Rh': 48, 'H': 1}"
random541888,"{'K': 16, 'Ca': 16, 'Bi': 16, 'H': 1}"
random364491,"{'K': 30, 'Sb': 24, 'H': 1}"
random628140,"{'Rh': 60, 'Zr': 36, 'H': 1}"
random2247363,"{'Y': 32, 'Au': 16, 'H': 1}"
random443113,"{'Au': 32, 'In': 64, 'Na': 96, 'H': 1}"
random673436,"{'Ta': 24, 'P': 24, 'Ru': 24, 'H': 1}"
random773645,"{'Hf': 24, 'V': 24, 'Ge': 24, 'H': 1}"
random2470903,"{'Sc': 16, 'Mn': 32, 'H': 1}"
random1354176,"{'Na': 30, 'Pt': 10, 'H': 1}"
random757991,"{'Sc': 12, 'In': 36, 'H': 1}"
random2198945,"{'Fe': 16, 'Hf': 16, 'Si': 16, 'H': 1}"
random826331,"{'Cd': 27, 'H': 1}"
random150498,"{'In': 16, 'Ag': 48, 'H': 1}"
random1005346,"{'Sc': 24, 'Ge': 48, 'H': 1}"
random1981352,"{'K': 18, 'Mn': 18, 'Se': 36, 'H': 1}"
random755573,"{'Ge': 64, 'Ir': 64, 'H': 1}"
random827140,"{'Mn': 24, 'Ni': 24, 'Te': 48, 'H': 1}"
random1816488,"{'N': 36, 'Sc': 36, 'H': 1}"
random202441,"{'Na': 32, 'Hg': 32, 'H': 1}"
random475901,"{'Y': 16, 'Ge': 16, 'Pd': 16, 'H': 1}"
random1490385,"{'Zr': 108, 'As': 72, 'H': 1}"
random2303673,"{'Au': 16, 'Tl': 32, 'H': 1}"
random1546872,"{'Sr': 18, 'In': 66, 'H': 1}"
random1521504,"{'Ti': 24, 'As': 24, 'H': 1}"
random1259906,"{'Ga': 40, 'Ru': 40, 'H': 1}"
random789297,"{'S': 84, 'N': 12, 'H': 1}"
random1505141,"{'K': 12, 'P': 24, 'Ir': 24, 'H': 1}"
random1296524,"{'H': 28, 'Rh': 27}"
random1976549,"{'Ag': 16, 'Cl': 16, 'H': 1}"
random996844,"{'H': 61, 'Sc': 30}"
random1681787,"{'Pd': 16, 'Y': 16, 'H': 1}"
random693747,"{'Mo': 48, 'Si': 36, 'V': 12, 'H': 1}"
random832376,"{'Cs': 16, 'Sb': 16, 'H': 1}"
random1979337,"{'Cl': 24, 'In': 24, 'H': 1}"
random1199985,"{'Cd': 16, 'Pt': 48, 'H': 1}"
random2058712,"{'Nb': 36, 'Si': 24, 'H': 1}"
random2423294,"{'Au': 12, 'K': 12, 'S': 12, 'H': 1}"
random1403706,"{'Rb': 32, 'Zr': 16, 'Te': 48, 'H': 1}"
random2127219,"{'Zn': 12, 'S': 24, 'H': 1}"
random1175209,"{'Sn': 32, 'H': 1}"
random1352381,"{'In': 24, 'Rb': 16, 'H': 1}"
random2088524,"{'Al': 20, 'Rh': 40, 'Sc': 20, 'H': 1}"
random1167164,"{'V': 60, 'Co': 10, 'Rh': 10, 'H': 1}"
random1715256,"{'Hf': 36, 'Sn': 12, 'H': 1}"
random1340379,"{'Na': 60, 'Ga': 12, 'Ge': 24, 'H': 1}"
random354650,"{'Ca': 26, 'Al': 28, 'H': 1}"
random1634095,"{'Pt': 6, 'S': 12, 'Cl': 36, 'H': 1}"
random738740,"{'Nb': 18, 'Zn': 54, 'H': 1}"
random1221438,"{'V': 24, 'Tc': 24, 'H': 1}"
random740668,"{'Ti': 78, 'Sb': 18, 'H': 1}"
random621557,"{'Ga': 104, 'Nb': 40, 'H': 1}"
random1262082,"{'Tc': 36, 'Os': 12, 'H': 1}"
random1752277,"{'Ti': 72, 'Au': 24, 'H': 1}"
random2311994,"{'Al': 32, 'Pt': 16, 'H': 1}"
random1204569,"{'Zr': 36, 'Zn': 18, 'H': 1}"
random937939,"{'Sn': 24, 'H': 1}"
random563074,"{'Mn': 24, 'Pd': 24, 'H': 1}"
random1621031,"{'Ga': 48, 'H': 1}"
random2413914,"{'Zn': 40, 'Sn': 10, 'N': 40, 'H': 1}"
random1140480,"{'Sc': 16, 'Si': 16, 'Pt': 24, 'H': 1}"
random1908611,"{'Ti': 48, 'Si': 48, 'H': 1}"
random281136,"{'In': 8, 'P': 8, 'Pd': 40, 'H': 1}"
random2377117,"{'Y': 16, 'Tc': 32, 'H': 1}"
random1918882,"{'Ga': 72, 'Rh': 16, 'H': 1}"
random72743,"{'V': 36, 'Ga': 12, 'H': 1}"
random1752909,"{'In': 32, 'P': 32, 'H': 1}"
random945995,"{'Cs': 8, 'Ta': 8, 'Se': 24, 'H': 1}"
random1847092,"{'Ir': 36, 'W': 36, 'H': 1}"
random2318223,"{'Rh': 16, 'Zn': 48, 'H': 1}"
random91246,"{'Te': 32, 'Au': 16, 'H': 1}"
random2340954,"{'Ag': 32, 'S': 16, 'H': 1}"
random1040294,"{'Ag': 48, 'Au': 16, 'H': 1}"
random2424549,"{'Ca': 60, 'Sb': 36, 'H': 1}"
random402376,"{'Hf': 30, 'Ir': 18, 'H': 1}"
random1986294,"{'Ag': 60, 'Sc': 20, 'H': 1}"
random1260180,"{'V': 48, 'Pt': 48, 'H': 1}"
random1707462,"{'Ti': 36, 'Hg': 12, 'H': 1}"
random2361147,"{'Hg': 12, 'Te': 12, 'H': 1}"
random2026896,"{'Cl': 64, 'Ti': 16, 'H': 1}"
random1737267,"{'K': 4, 'In': 24, 'Au': 16, 'H': 1}"
random1430688,"{'Pd': 28, 'Se': 16, 'H': 1}"
random71886,"{'Sb': 48, 'H': 1}"
random2217040,"{'Ti': 40, 'H': 21}"
random1477803,"{'K': 32, 'P': 32, 'Pd': 16, 'H': 1}"
random2162475,"{'Rh': 16, 'V': 48, 'H': 1}"
random491788,"{'Sr': 18, 'Sn': 24, 'Ir': 24, 'H': 1}"
random841679,"{'Ca': 18, 'Cd': 6, 'H': 1}"
random748265,"{'Y': 72, 'Ru': 24, 'H': 1}"
random2495288,"{'Ca': 16, 'Hg': 48, 'H': 1}"
random923610,"{'Mn': 12, 'Sb': 12, 'Rh': 24, 'H': 1}"
random1207339,"{'Ag': 16, 'Cl': 48, 'Cs': 16, 'H': 1}"
random761362,"{'Zr': 18, 'Rh': 54, 'H': 1}"
random1698849,"{'Ta': 40, 'Nb': 40, 'Si': 48, 'H': 1}"
random554219,"{'Zr': 36, 'S': 36, 'H': 1}"
random809810,"{'Sc': 60, 'Sn': 36, 'H': 1}"
random2004843,"{'Pb': 64, 'S': 64, 'H': 1}"
random2163169,"{'P': 32, 'Se': 32, 'H': 1}"
random1695540,"{'Sr': 32, 'In': 32, 'H': 1}"
random172959,"{'Hf': 12, 'Pd': 60, 'H': 1}"
random2348500,"{'Ni': 18, 'S': 36, 'H': 1}"
random717655,"{'Hg': 44, 'K': 12, 'H': 1}"
random1756264,"{'K': 8, 'Pt': 32, 'Si': 32, 'H': 1}"
random28480,"{'Si': 24, 'Ni': 72, 'H': 1}"
random53265,"{'In': 32, 'Sr': 8, 'H': 1}"
random1627164,"{'Zr': 24, 'Cu': 48, 'H': 1}"
random524542,"{'Al': 40, 'Cu': 40, 'H': 1}"
random1330224,"{'Cd': 6, 'Hg': 6, 'Se': 12, 'H': 1}"
random333736,"{'Hg': 16, 'H': 1}"
random2153823,"{'Cs': 16, 'Cr': 32, 'S': 64, 'H': 1}"
random1871954,"{'Se': 48, 'Ti': 60, 'H': 1}"
random569833,"{'Cs': 12, 'S': 36, 'H': 1}"
random1524799,"{'Cs': 8, 'Cu': 40, 'S': 24, 'H': 1}"
random1585201,"{'K': 28, 'Nb': 4, 'As': 16, 'H': 1}"
random946809,"{'Ti': 48, 'Pt': 16, 'H': 1}"
random2108669,"{'Nb': 48, 'S': 80, 'H': 1}"
random1954353,"{'Si': 90, 'C': 90, 'H': 1}"
random26278,"{'Cu': 8, 'Te': 8, 'Tl': 4, 'H': 1}"
random986279,"{'Ca': 24, 'In': 8, 'P': 24, 'H': 1}"
random2269403,"{'Ge': 40, 'Rh': 24, 'Y': 16, 'H': 1}"
random384078,"{'Ni': 27, 'Si': 54, 'H': 1}"
random88756,"{'Y': 16, 'Ti': 32, 'Ga': 64, 'H': 1}"
random2145137,"{'Ge': 48, 'Rh': 56, 'Sc': 32, 'H': 1}"
random2102920,"{'Y': 24, 'In': 40, 'H': 1}"
random1342753,"{'Na': 72, 'As': 24, 'H': 1}"
random208911,"{'Ru': 24, 'Rh': 72, 'H': 1}"
random1557630,"{'Ga': 18, 'Ni': 36, 'Pt': 18, 'H': 1}"
random1666102,"{'K': 32, 'Cu': 32, 'Te': 32, 'H': 1}"
random1989293,"{'Rh': 16, 'Ti': 32, 'H': 1}"
random1095818,"{'Sc': 27, 'Au': 27, 'H': 1}"
random2033744,"{'Ti': 36, 'S': 72, 'H': 1}"
random2027588,"{'Y': 32, 'Al': 32, 'Co': 32, 'H': 1}"
random1942369,"{'Al': 12, 'Ca': 18, 'P': 24, 'H': 1}"
random1261852,"{'Ca': 8, 'In': 32, 'Pd': 8, 'H': 1}"
random404996,"{'Y': 16, 'Si': 16, 'Ru': 16, 'H': 1}"
random1828654,"{'H': 19, 'Ta': 36}"
random1049575,"{'Al': 32, 'Co': 16, 'Ir': 16, 'H': 1}"
random2106160,"{'Si': 96, 'Ru': 64, 'H': 1}"
random620255,"{'Mo': 27, 'S': 72, 'W': 9, 'H': 1}"
random2180007,"{'Sc': 8, 'Ni': 40, 'H': 1}"
random1591828,"{'Al': 18, 'Co': 54, 'Sc': 36, 'H': 1}"
random966148,"{'Re': 48, 'Pt': 16, 'H': 1}"
random1350113,"{'Ag': 18, 'Cu': 54, 'H': 1}"
random621254,"{'Ag': 48, 'S': 24, 'H': 1}"
random854628,"{'Ca': 30, 'Pb': 10, 'H': 1}"
random503960,"{'Te': 24, 'Pd': 24, 'H': 1}"
random991216,"{'K': 16, 'H': 1}"
random2206358,"{'Rh': 16, 'Se': 32, 'H': 1}"
random664968,"{'Cd': 96, 'Ag': 60, 'H': 1}"
random2257911,"{'In': 36, 'Se': 36, 'H': 1}"
random2257624,"{'Mn': 16, 'Os': 48, 'H': 1}"
random875607,"{'Os': 12, 'V': 36, 'H': 1}"
random1688943,"{'Ti': 40, 'Ir': 40, 'H': 1}"
random415395,"{'Hg': 12, 'K': 36, 'H': 1}"
random1249632,"{'Ag': 12, 'As': 12, 'S': 24, 'H': 1}"
